seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,algorithm,iterations,energy_unit_cost,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std
10,5,100,15,10,1,2500,5,0.5,0,33,200,15.6667,6.6411,2047.4,370.548,2.42424,0.968246
