seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std
22,30,50,2,10,5,5000,5,0.5,0.5,8,1,33,200,0,81.3333,5.83988,4921.07,70.8487,9.87879,0.984251
