seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std,regularly_spaced,deliveries_starting_point,error,exponent
0,20,50,8,10,1,5000,5,0.05,0.5,0,3,33,200,50,71.3636,10.2768,4857.71,137.705,3.75758,1.07529,5.07848,6.1046,1720.82,649.87,0,0,0,0
