,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.9902,0.0121,1.0,0.0121,0.9768,13.7451,50,3876,17488,3876,15716,3876,17488,3838,15001,3876,16379,47,20717,47,22965,3786,19731,46
1,1.0,1.0,1.0,0.893,0.0208,1.0,0.0208,0.985,15.1569,50,5675,19984,5675,18670,5675,19984,5068,14230,5675,19343,118,20876,118,23146,5590,21365,46
2,1.0,1.0,1.0,1.0,0.0108,1.0,0.0108,1.0,13.1961,50,2406,15610,2406,13848,2406,15610,2406,15610,2406,14507,26,20651,26,22888,2406,14910,24
3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,1034,16368,1034,15093,1034,16611,1034,16368,1034,15745,0,20502,0,22726,1034,16143,31
4,0.9578,0.9578,1.0,1.0,0.0,1.0,0.0,1.0,1.4314,50,818,23479,818,18520,854,22501,854,23773,854,23773,0,20569,0,22753,854,21383,113
5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,1034,16368,1034,15093,1034,16611,1034,16368,1034,15745,0,20502,0,22726,1034,16143,31
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.8431,50,489,19033,489,13354,489,19068,489,19033,489,16078,0,20470,0,23163,489,19033,57
7,0.9314,0.9172,1.0,1.0,0.0594,0.9549,0.1465,0.8574,2.3725,50,4958,23919,4882,17086,5323,23019,5323,23674,5083,22825,780,20625,316,22958,4564,20013,99
8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,1034,16368,1034,15093,1034,16611,1034,16368,1034,15745,0,20502,0,22726,1034,16143,31
9,0.9993,0.9624,1.0,0.8265,0.0495,0.9704,0.0495,0.9505,13.0,50,8338,20870,8030,18619,8344,23655,6896,15330,8097,19248,413,19015,413,22008,7931,20669,85
10,1.0,0.9901,1.0,0.7973,0.0353,1.0,0.0356,0.9785,17.7059,50,9102,20408,9012,19566,9102,21367,7257,12230,9102,20172,324,19066,321,22049,8906,22222,56
11,1.0,0.9564,1.0,0.7404,0.1976,0.9812,0.0638,0.9564,14.1373,50,11287,23386,10795,19756,11287,22903,8357,13057,11075,21954,720,19339,2230,22810,10795,19756,75
12,1.0,1.0,1.0,0.7815,0.0194,1.0,0.0194,1.0,23.1961,50,11085,21634,11085,18054,11085,20411,8663,12593,11085,19198,215,19524,215,23431,11085,19198,41
