,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,0.9375,1.0,1.0,0.1095,0.9375,0.2059,0.9375,10.0,25,3871,19384,3629,14387,3871,18995,3871,19384,3629,14387,797,14982,424,37777,3629,14387,13
1,0.98,0.977,1.0,1.0,0.2092,0.9104,0.2327,0.8556,10.5385,25,5252,25467,5236,22369,5359,18668,5359,18139,4879,13324,1247,14696,1121,37478,4585,19354,14
2,0.9414,0.9378,1.0,1.0,0.139,0.9133,0.2023,0.9133,11.1538,25,2844,19859,2833,17707,3021,19746,3021,19991,2759,13444,611,15100,420,37613,2759,13444,12
3,1.0,1.0,1.0,1.0,0.0091,1.0,0.2151,1.0,8.0769,25,1325,21029,1325,14753,1325,21055,1325,21029,1325,14753,285,15308,12,37742,1325,18432,17
4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25,1,44829,1,44829,1,46486,1,44829,1,43493,1,42507,1,43493,1,45829,42
5,1.0,1.0,1.0,1.0,0.0091,1.0,0.2151,1.0,8.0769,25,1325,21029,1325,14753,1325,21055,1325,21029,1325,14753,285,15308,12,37742,1325,18432,17
6,1.0,1.0,1.0,1.0,0.0315,1.0,0.0315,1.0,8.0769,25,762,21558,762,15290,762,21584,762,21558,762,15290,24,37677,24,37677,762,18965,17
7,1.0,1.0,1.0,1.0,0.8823,1.0,0.6738,1.0,2.6154,25,2600,46856,2600,21140,2600,46183,2600,45711,2600,45756,1752,38163,2294,41342,2600,44653,34
8,1.0,1.0,1.0,1.0,0.0091,1.0,0.2151,1.0,8.0769,25,1325,21029,1325,14753,1325,21055,1325,21029,1325,14753,285,15308,12,37742,1325,18432,17
9,0.9146,0.9146,1.0,0.9261,0.4016,0.8091,0.2354,0.7265,10.3846,25,6933,25801,6933,19407,7580,26807,7020,18111,6133,13986,1784,14752,3044,41589,5507,31727,16
10,1.0,0.9588,1.0,0.9931,0.1912,0.958,0.1443,0.9588,11.4615,25,7282,25649,6982,16600,7282,25766,7232,17599,6976,13760,1051,15350,1392,38503,6982,19824,15
11,0.8824,0.8824,1.0,0.8654,0.6608,0.7635,0.367,0.7249,11.3077,25,9075,30632,9075,24035,10284,33306,8900,17739,7852,13576,3774,14360,6796,41234,7455,22982,11
12,1.0,0.9954,1.0,0.9667,0.0534,0.9954,0.2454,0.9621,15.3846,25,8842,21910,8801,13117,8842,25132,8548,16055,8801,13117,2170,14508,472,25419,8507,10524,7
13,1.0,0.9855,1.0,0.8772,0.8228,0.8576,0.1818,0.8116,13.7692,25,13294,30195,13101,21921,13294,32428,11661,15450,11401,11716,2417,11783,10938,36586,10789,9301,7
14,0.9626,0.7934,1.0,0.7509,0.6075,0.7058,0.3462,0.6433,12.8462,25,19530,29685,16098,15112,20289,34844,15234,15733,14320,12924,7025,11232,12326,36746,13052,9437,7
15,1.0,0.9963,1.0,0.8335,0.5743,0.9963,0.4346,1.0,18.5385,25,22621,16439,22538,12454,22621,16439,18854,9071,22538,12454,9832,4834,12992,17176,22621,16439,10
16,1.0,0.9598,1.0,0.8969,0.2604,0.9598,0.3178,0.9598,15.8462,25,15582,23084,14956,10982,15582,23084,13975,14805,14956,10982,4952,9346,4058,24271,14956,10982,13
17,0.9969,0.9362,1.0,0.8866,0.6416,0.8833,0.325,0.8833,16.0,25,18367,24281,17248,14130,18424,23778,16335,14497,16274,10643,5988,8154,11821,26014,16274,10643,12
18,1.0,0.9445,1.0,0.8781,0.5187,0.8699,0.3226,0.9254,15.8462,25,17518,24310,16546,14263,17518,24939,15382,14757,15239,11078,5652,8174,9086,26238,16211,23023,11
19,1.0,0.9752,1.0,0.8669,0.7314,0.8352,0.1758,0.9484,14.9231,25,16021,29198,15624,20791,16021,29198,13888,14943,13380,11928,2816,9271,11717,32411,15195,26852,11
20,1.0,0.9963,1.0,0.832,0.5763,0.9963,0.5985,1.0,18.5385,25,23034,16352,22949,12334,23034,16352,19165,8997,22949,12334,13786,4473,13274,17144,23034,16352,10
21,1.0,0.9964,1.0,0.8068,0.397,0.9964,0.573,1.0,18.6154,25,32559,16804,32441,11892,32559,16804,26268,8360,32441,11892,18657,2745,12927,14925,32559,16804,10
22,1.0,0.9959,1.0,0.8189,0.5282,1.0,0.5797,1.0,18.3846,25,29622,11140,29502,6545,29622,11140,24257,8189,29622,11140,17172,2873,15647,12756,29622,11140,10
23,1.0,0.9964,1.0,0.8217,0.4712,0.9964,0.5876,1.0,18.5385,25,26144,16775,26049,12498,26144,16775,21483,8566,26049,12498,15361,3189,12318,15772,26144,16775,10
24,0.9953,0.9449,1.0,0.8556,0.7523,0.827,0.1754,0.9481,15.0,25,17724,29841,16827,17963,17808,28704,15237,14960,14728,11303,3124,9311,13397,31984,16884,26366,11
25,0.9935,0.9496,1.0,0.848,0.7341,0.8341,0.1757,0.9484,15.0,25,16141,30261,15427,18516,16246,29128,13776,15295,13551,11845,2855,9274,11927,32350,15407,26784,11
26,1.0,0.9845,1.0,0.8914,0.8258,0.8553,0.1823,0.8084,13.7692,25,13521,30103,13311,21818,13521,32342,12052,15752,11564,11624,2465,11780,11166,36505,10930,9222,7
27,1.0,0.962,1.0,0.9008,0.4276,0.8568,0.2185,0.8291,11.6154,25,9644,25508,9278,18682,9644,25171,8687,16872,8263,12852,2107,14595,4124,41179,7996,18392,16
28,0.9921,0.9505,1.0,0.9582,0.2833,0.9314,0.3152,0.9017,11.6923,25,10208,24024,9780,17112,10289,24617,9859,16570,9583,12807,3243,15206,2915,38557,9278,21539,10
29,1.0,0.9591,1.0,0.9984,0.1854,0.9591,0.1442,0.9591,9.9231,25,6937,26231,6653,13997,6937,25649,6926,17803,6653,13997,1000,15332,1286,43014,6653,18570,18
30,0.9017,0.9017,1.0,0.9548,0.3511,0.8318,0.2214,0.7281,10.3846,25,5661,26601,5661,20298,6278,26732,5994,18785,5222,14615,1390,14901,2204,41787,4571,32140,16
