,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.9997,0.9752,0.9963,0.8558,0.0,0.898,0.0378,0.9204,20.7632,75,2988,25776,2915,20677,2978,25486,2558,12243,2684,12069,113,26733,0,29188,2751,20042,26
1,0.98,0.98,0.991,0.7612,0.0,0.8039,0.0654,0.799,24.1316,75,4452,24487,4452,21586,4502,25770,3458,11514,3652,11271,297,27047,0,29190,3630,16297,22
2,0.9291,0.9291,1.0,0.925,0.0,0.9291,0.0281,0.8135,18.9474,75,2018,19545,2018,16698,2172,25115,2009,12718,2018,12639,61,26670,0,29002,1767,21444,24
3,1.0,1.0,1.0,0.9977,0.0,1.0,0.0,1.0,12.0789,75,887,19687,887,12213,887,19347,885,18290,887,14305,0,26384,0,28757,887,15013,26
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.9351,1.4474,75,77,29259,77,11902,77,29700,77,29065,77,29359,0,26510,0,28972,72,28460,70
5,1.0,1.0,1.0,0.9978,0.0,1.0,0.0,1.0,12.0789,75,898,19675,898,12202,898,19336,896,18278,898,14294,0,26384,0,28756,898,15002,26
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.2632,75,345,18794,345,11334,345,19449,345,18794,345,13419,0,26352,0,29404,345,14126,7
7,1.0,1.0,1.0,0.8197,0.0,1.0,0.1522,1.0,6.9474,75,2346,28481,2346,8774,2346,29250,1923,28606,2346,28481,357,26772,0,29375,2346,28872,60
8,1.0,1.0,1.0,0.9978,0.0,1.0,0.0,1.0,12.0789,75,898,19675,898,12202,898,19336,896,18278,898,14294,0,26384,0,28756,898,15002,26
9,0.9714,0.9714,1.0,0.7244,0.0315,0.7204,0.0403,0.6896,25.6842,75,6994,29020,6994,20649,7200,29284,5216,18205,5187,11463,290,26388,227,28763,4965,19709,34
10,0.9993,0.9778,1.0,0.8121,0.0298,0.9475,0.0007,0.9475,28.4211,75,5897,23613,5770,13637,5901,24154,4792,10638,5591,13133,4,26464,176,28564,5591,13133,20
11,0.9281,0.9281,1.0,0.6927,0.1165,0.6838,0.1592,0.6784,27.2632,75,8964,27662,8964,19997,9658,29675,6690,15032,6604,10600,1538,28482,1125,29035,6552,15252,30
12,1.0,0.9706,1.0,0.8824,0.0294,0.9706,0.0559,0.99,34.7368,75,6813,24464,6613,9577,6813,22316,6012,9692,6613,12464,381,26535,200,29472,6745,16547,16
13,0.9621,0.8895,1.0,0.5637,0.0264,0.6625,0.0712,0.6617,33.5789,75,12759,29434,11796,23978,13262,29411,7476,6886,8786,9124,944,27817,350,28636,8776,13123,18
14,0.8641,0.7387,1.0,0.6568,0.1222,1.0,0.0793,0.7875,32.6579,75,15952,28635,13636,13510,18460,28474,12124,13068,18460,29441,1463,26470,2256,29062,14538,22575,17
15,1.0,1.0,1.0,0.6548,0.0488,0.9696,0.2333,0.9235,45.8158,75,17101,28296,17101,13264,17101,29253,11197,3825,16581,28173,3989,25970,834,28887,15792,13937,13
16,1.0,0.8609,1.0,0.6936,0.0714,0.9611,0.1048,0.8754,36.5526,75,13502,29739,11624,8258,13502,28503,9365,5977,12977,29023,1415,27183,964,29421,11820,18667,16
17,0.9212,0.7457,1.0,0.6065,0.0193,0.9489,0.1305,0.8173,36.9474,75,15638,28618,12659,15139,16975,29218,10295,5649,16107,29242,2216,25763,327,29347,13873,15971,17
18,0.9166,0.8118,1.0,0.5381,0.0619,0.9344,0.1302,0.7215,36.6316,75,16552,27894,14659,19303,18058,29461,9717,5858,16874,29074,2351,27216,1117,29716,13029,14480,17
19,0.9166,0.8145,1.0,0.5482,0.0286,0.9633,0.1168,0.7273,35.6053,75,14454,28275,12845,19804,15770,29542,8645,6310,15192,28117,1842,26563,451,29495,11470,14963,17
20,1.0,1.0,1.0,0.6531,0.0489,0.9696,0.2359,0.9231,46.7368,75,17415,28362,17415,13204,17415,29328,11373,3778,16885,28244,4109,26648,852,29117,16075,13903,13
