,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.9276,0.0033,1.0,0.0387,0.921,10.0,25,2431,7710,2431,7710,2431,7710,2255,6787,2431,7710,94,10225,8,12528,2239,9872,14
1,1.0,1.0,1.0,0.9169,0.0051,1.0,0.073,0.9678,10.5385,25,3164,7082,3164,7082,3164,7082,2901,6235,3164,7082,231,10196,16,12653,3062,9177,13
2,1.0,1.0,1.0,0.9372,0.0056,1.0,0.0294,1.0,11.1538,25,1973,8115,1973,8115,1973,8115,1849,7145,1973,8115,58,10215,11,12466,1973,8115,6
3,1.0,1.0,1.0,0.9874,0.0,1.0,0.0,1.0,8.0769,25,1028,8982,1028,8982,1028,8982,1015,7907,1028,8982,0,10197,0,12383,1028,8982,6
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25,1,13627,1,13627,1,13534,1,13627,1,13627,0,9897,0,9935,1,12967,45
5,1.0,1.0,1.0,0.9874,0.0,1.0,0.0,1.0,8.0769,25,1028,8982,1028,8982,1028,8982,1015,7907,1028,8982,0,10197,0,12383,1028,8982,6
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.0769,25,602,8303,602,8303,602,8303,602,8303,602,8303,0,10182,0,12363,602,8303,6
7,1.0,1.0,1.0,1.0,0.0,1.0,0.1373,1.0,2.6154,25,2017,11748,2017,10826,2017,11748,2017,11748,2017,11748,277,9881,0,10183,2017,10373,31
8,1.0,1.0,1.0,0.9874,0.0,1.0,0.0,1.0,8.0769,25,1028,8982,1028,8982,1028,8982,1015,7907,1028,8982,0,10197,0,12383,1028,8982,6
9,1.0,1.0,1.0,0.8412,0.4057,1.0,0.2279,0.8717,10.3846,25,3936,9133,3936,8667,3936,9359,3311,6112,3936,8667,897,10288,1597,11662,3431,10640,30
10,1.0,0.9978,1.0,0.8546,0.0665,0.9978,0.0035,0.9978,11.4615,25,4511,8803,4501,8348,4511,8803,3855,5543,4501,8348,16,10717,300,12273,4501,8348,13
11,1.0,1.0,1.0,0.816,0.479,1.0,0.2784,0.9173,11.3077,25,5033,8726,5033,8246,5033,8960,4107,5614,5033,8246,1401,10161,2411,11277,4617,9899,23
12,1.0,0.9926,1.0,0.8471,0.0074,0.9926,0.0846,0.9926,15.3846,25,5578,8671,5537,7534,5578,8671,4725,4823,5537,7534,472,10437,41,12015,5537,7534,9
13,1.0,0.9969,1.0,0.81,0.0421,0.9969,0.1214,0.9746,13.7692,25,7167,8296,7145,6645,7167,7863,5805,4287,7145,6645,870,10649,302,12465,6985,9658,15
14,1.0,0.8977,1.0,0.5551,0.4113,1.0,0.4248,0.7527,12.8462,25,12266,14525,11011,11579,12266,14525,6809,4490,12266,14525,5210,10046,5045,10898,9233,9391,15
15,1.0,0.9942,1.0,0.6771,0.4187,0.9942,0.4291,0.9942,18.5385,25,14398,9410,14315,5425,14398,9410,9749,2242,14315,5425,6178,2778,6029,9493,14315,5425,8
16,1.0,0.9728,1.0,0.7273,0.0636,1.0,0.1966,0.9728,15.8462,25,9839,14163,9571,8152,9839,12912,7156,3612,9839,13374,1934,4578,626,12102,9571,8152,12
17,1.0,0.9968,1.0,0.7573,0.1078,0.9968,0.2047,0.9968,16.0,25,10380,11793,10347,8037,10380,10496,7861,3324,10347,8037,2125,4635,1119,12092,10347,8037,10
18,1.0,0.9968,1.0,0.768,0.1004,0.9968,0.2076,0.9968,15.8462,25,9686,10997,9655,7322,9686,9728,7439,3491,9655,7322,2011,4598,972,11945,9655,7322,10
19,1.0,0.9971,1.0,0.7216,0.0746,0.9171,0.195,0.9076,14.9231,25,9230,14034,9203,11266,9230,13583,6660,3841,8465,7862,1800,4554,689,11728,8377,8920,12
20,1.0,0.9942,1.0,0.6746,0.4203,0.9942,0.4275,0.9942,18.5385,25,14673,9334,14588,5316,14673,9334,9898,2195,14588,5316,6273,2760,6167,9485,14588,5316,8
21,1.0,0.9943,1.0,0.6452,0.4431,0.9943,0.6452,0.9943,18.6154,25,20739,8687,20621,3775,20739,8687,13380,1521,20621,3775,13380,1521,9189,10026,20621,3775,8
22,1.0,0.9937,1.0,0.6433,0.4033,1.0,0.4082,0.9937,18.3846,25,19134,8457,19014,3862,19134,8457,12309,1647,19134,8457,7811,1587,7716,10294,19014,3862,9
23,1.0,0.9943,1.0,0.6604,0.4299,0.9943,0.4184,0.9943,18.5385,25,16691,8893,16596,4616,16691,8893,11023,1891,16596,4616,6984,1713,7176,9514,16596,4616,8
24,0.9141,0.9112,1.0,0.7056,0.0876,0.9112,0.1908,0.9069,15.0,25,9363,11095,9333,7460,10243,13215,7227,3581,9333,7460,1954,4582,897,11878,9289,8497,12
25,0.9191,0.9162,1.0,0.7192,0.0763,0.9162,0.1944,0.9075,15.0,25,8602,10586,8575,7809,9359,13532,6731,3807,8575,7809,1819,4557,714,11745,8493,8863,12
26,1.0,0.9968,1.0,0.8077,0.0438,0.9968,0.1236,0.9759,13.7692,25,7276,11175,7253,8500,7276,10741,5877,4247,7253,8500,899,10657,319,12489,7101,9592,15
27,1.0,0.9972,1.0,0.8361,0.069,0.9972,0.0836,0.887,11.6154,25,5308,8954,5293,7791,5308,8954,4438,5133,5293,7791,444,10486,366,12442,4708,11092,23
28,1.0,0.997,1.0,0.8228,0.0842,0.997,0.0428,0.9313,11.6923,25,6096,8462,6078,7278,6096,8462,5016,4756,6078,7278,261,10898,513,12565,5677,10448,23
29,1.0,0.9979,1.0,0.8606,0.0659,0.9979,0.0021,0.9979,9.9231,25,4310,8948,4301,8494,4310,8948,3709,5651,4301,8494,9,10678,284,12234,4301,8494,16
30,1.0,1.0,1.0,0.8614,0.3436,1.0,0.0733,0.8321,10.3846,25,3341,9544,3341,9085,3341,9544,2878,6413,3341,9085,245,10372,1148,11921,2780,11094,30
31,1.0,0.9982,1.0,0.8899,0.0616,0.9982,0.0018,0.9982,9.9231,25,3424,9354,3418,8904,3424,9354,3047,6158,3418,8904,6,10502,211,12094,3418,8904,16
32,1.0,0.9981,1.0,0.879,0.0632,0.9981,0.0592,0.8881,11.0769,25,3719,9125,3712,8674,3719,9125,3269,5984,3712,8674,220,10344,235,12137,3303,10212,20
33,1.0,0.9927,1.0,0.826,0.0073,0.9927,0.1164,0.9927,15.3846,25,6287,8443,6241,7029,6287,8179,5193,4500,6241,7029,732,10342,46,12191,6241,7029,9
34,1.0,0.9967,1.0,0.8109,0.0403,0.9967,0.1186,0.9709,13.7692,25,7072,8345,7049,6699,7072,7913,5735,4326,7049,6699,839,10646,285,12443,6866,9726,15
35,1.0,0.9926,1.0,0.8699,0.0074,0.9926,0.0618,0.9926,13.9231,25,4980,8410,4943,7978,4980,8410,4332,5107,4943,7978,308,10475,37,12588,4943,7978,10
36,1.0,0.9977,1.0,0.857,0.0664,0.9977,0.0723,0.9191,11.6154,25,4412,8874,4402,8420,4412,8874,3781,5597,4402,8420,319,10391,293,12252,4055,9643,18
37,1.0,0.9929,1.0,0.7627,0.0575,0.9929,0.2101,0.9888,15.9231,25,8328,10923,8269,7529,8328,9740,6352,3772,8269,7529,1750,4392,479,11465,8235,8522,12
38,1.0,0.9971,1.0,0.6723,0.2908,1.0,0.4234,0.9971,18.3846,25,16206,10300,16159,5817,16206,10300,10895,2557,16206,10300,6862,3173,4713,11742,16159,5817,9
39,1.0,0.9937,1.0,0.639,0.4123,1.0,0.639,0.9937,18.3846,25,21060,8502,20928,3582,21060,8502,13457,1515,21060,8502,13457,1515,8683,10620,20928,3582,9
40,1.0,0.997,1.0,0.6842,0.3634,0.997,0.4309,0.8272,18.6923,25,22055,11397,21988,6811,22055,10648,15089,2609,21988,6811,9503,2409,8015,13548,18244,3847,5
41,1.0,0.997,1.0,0.6841,0.3635,0.997,0.4308,0.8272,18.6923,25,21836,11296,21771,6753,21836,10554,14939,2589,21771,6753,9407,2390,7937,13420,18063,3817,5
42,1.0,0.9971,1.0,0.6854,0.3617,0.9971,0.4315,0.8277,18.6923,25,20087,10608,20028,6398,20087,9920,13767,2466,20028,6398,8668,2257,7265,12520,16626,3641,5
43,1.0,0.997,1.0,0.6845,0.3632,0.997,0.431,0.8272,18.6923,25,21075,10965,21012,6571,21075,10247,14425,2524,21012,6571,9083,2324,7655,12998,17434,3723,5
44,1.0,0.997,1.0,0.6902,0.3522,0.997,0.4347,0.997,18.6923,25,17746,10074,17693,6258,17746,9451,12249,2443,17693,6258,7714,2175,6251,11682,17693,6258,8
45,1.0,0.997,1.0,0.6846,0.3629,0.997,0.4311,0.8273,18.6923,25,20855,10879,20793,6527,20855,10168,14278,2509,20793,6527,8990,2308,7569,12886,17253,3702,5
46,1.0,0.9937,1.0,0.6433,0.4033,1.0,0.4082,0.9937,18.3846,25,19134,8457,19014,3862,19134,8457,12309,1647,19134,8457,7811,1587,7716,10294,19014,3862,9
47,1.0,0.9634,1.0,0.6859,0.1924,0.9634,0.1854,0.8141,17.6923,25,14543,11398,14010,6751,14543,10858,9975,2712,14010,6751,2696,3489,2798,11595,11840,4039,5
48,1.0,0.9627,1.0,0.6802,0.1969,0.9627,0.4285,0.8103,17.6923,25,15287,11339,14717,6591,15287,10784,10398,2633,14717,6591,6550,3172,3010,11763,12387,3917,5
49,1.0,0.9936,1.0,0.6578,0.3713,1.0,0.4176,0.9936,18.3846,25,15616,8896,15516,4808,15616,8896,10272,2084,15616,8896,6521,2706,5798,10187,15516,4808,9
50,1.0,0.9638,1.0,0.6901,0.1889,0.9638,0.1866,0.8169,17.6923,25,14044,11457,13536,6875,14044,10926,9692,2773,13536,6875,2620,3457,2653,11494,11473,4133,5
51,1.0,0.9648,1.0,0.699,0.1817,0.9648,0.1889,0.8229,17.9231,25,13160,11604,12697,7125,13160,11088,9199,2894,12697,7125,2486,3412,2391,11347,10829,4318,5
52,1.0,0.993,1.0,0.7408,0.1737,1.0,0.2041,0.8601,17.0769,25,9192,13904,9128,7950,9192,13904,6809,3514,9192,11406,1876,4386,1597,10186,7906,5082,5
53,1.0,0.9623,1.0,0.6769,0.1996,0.9623,0.4264,0.8081,17.6923,25,15777,11321,15182,6503,15777,10757,10680,2588,15182,6503,6727,3171,3149,11887,12750,3847,5
54,1.0,0.9625,1.0,0.6778,0.1988,0.9625,0.4269,0.8088,17.6923,25,15651,11327,15064,6525,15651,10765,10609,2599,15064,6525,6682,3172,3112,11857,12658,3864,5
55,1.0,0.9625,1.0,0.6778,0.1988,0.9625,0.4269,0.8088,17.6923,25,15651,11327,15064,6525,15651,10765,10609,2599,15064,6525,6682,3172,3112,11857,12658,3864,5
56,1.0,0.9937,1.0,0.6371,0.4158,1.0,0.6371,0.7845,18.3846,25,22342,8640,22202,3486,22342,8640,14233,1466,22342,8640,14233,1466,9289,10943,17528,2121,5
57,1.0,0.997,1.0,0.6842,0.3635,0.997,0.4309,0.8272,18.6923,25,21620,11196,21555,6696,21620,10460,14792,2568,21555,6696,9315,2369,7859,13294,17884,3787,5
58,1.0,0.997,1.0,0.6849,0.3626,0.997,0.4313,0.8273,18.6923,25,20528,10757,20466,6467,20528,10056,14059,2488,20466,6467,8854,2283,7443,12723,16983,3673,5
59,1.0,0.997,1.0,0.6873,0.3579,0.997,0.4328,0.8287,18.6923,25,18867,10278,18811,6280,18867,9625,12968,2435,18811,6280,8166,2201,6752,12035,15635,3601,5
60,1.0,0.997,1.0,0.6852,0.3619,0.997,0.4314,0.8275,18.6923,25,20197,10645,20137,6415,20197,9954,13838,2472,20137,6415,8713,2264,7309,12571,16713,3650,5
61,1.0,0.997,1.0,0.6926,0.3492,0.997,0.4362,0.997,18.6923,25,17067,9998,17016,6284,17067,9392,11820,2465,17016,6284,7444,3210,5960,11487,17016,6284,8
62,1.0,0.997,1.0,0.6981,0.3415,0.997,0.4398,0.997,18.6923,25,15808,10935,15760,6412,15808,9370,11036,2539,15760,6412,6952,3175,5399,11203,15760,6412,8
63,1.0,0.9937,1.0,0.6511,0.3861,1.0,0.4132,0.9937,18.3846,25,16931,8653,16824,4388,16931,8653,11023,1891,16931,8653,6996,1701,6537,10153,16824,4388,9
64,1.0,0.9638,1.0,0.6901,0.1889,0.9638,0.1866,0.8169,17.6923,25,14044,11457,13536,6875,14044,10926,9692,2773,13536,6875,2620,3457,2653,11494,11473,4133,5
65,1.0,0.997,1.0,0.6964,0.3439,0.997,0.4386,0.997,18.6923,25,16155,10949,16106,6366,16155,9363,11250,2514,16106,6366,7086,3181,5556,11270,16106,6366,8
66,1.0,0.9936,1.0,0.6612,0.3646,1.0,0.4197,0.9936,18.3077,25,15084,9021,14987,5000,15084,9021,9973,2172,15084,9021,6331,2739,5499,10217,14987,5000,9
67,1.0,0.9651,1.0,0.7019,0.1794,0.9651,0.1898,0.8248,17.9231,25,12906,11656,12455,7206,12906,11145,9059,2932,12455,7206,2449,3402,2315,11311,10645,4377,5
68,1.0,0.9937,1.0,0.6484,0.3921,1.0,0.4115,0.9937,18.3846,25,17583,8567,17472,4209,17583,8567,11400,1809,17583,8567,7235,1661,6894,10169,17472,4209,9
69,1.0,0.997,1.0,0.6938,0.3473,0.997,0.437,0.997,18.6923,25,16725,10997,16675,6310,16725,9375,11604,2482,16675,6310,7308,3198,5809,11400,16675,6310,8
70,1.0,0.9627,1.0,0.6795,0.1976,0.9627,0.428,0.8098,17.6923,25,15408,11335,14833,6569,15408,10778,10469,2621,14833,6569,6594,3172,3044,11794,12477,3899,5
71,1.0,0.9937,1.0,0.6394,0.4113,1.0,0.6394,0.9937,18.3846,25,20805,8484,20674,3609,20805,8484,13303,1528,20805,8484,13303,1528,8557,10567,20674,3609,9
72,1.0,0.9937,1.0,0.6369,0.416,1.0,0.6369,0.7844,18.3846,25,22471,8658,22329,3480,22471,8658,14311,1463,22471,8658,14311,1463,9348,10980,17626,2116,5
73,1.0,0.9969,1.0,0.6845,0.5718,0.9969,0.4311,0.8278,18.6923,25,23457,11365,23385,7280,23457,11365,16056,2786,23385,7280,10113,2569,13412,13383,19417,4104,5
