,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.9963,0.9559,1.0,0.7261,0.0,0.8465,0.0267,0.8419,20.7632,75,1084,9965,1040,8469,1088,9922,790,4825,921,6043,29,8900,0,9987,916,4651,12
1,0.9708,0.9708,1.0,0.6187,0.0,0.9982,0.0427,0.7322,24.1316,75,1660,9965,1660,9243,1710,9986,1058,4635,1707,9499,73,8950,0,9931,1252,6148,10
2,0.9419,0.9419,1.0,0.8039,0.0,0.9419,0.0206,0.711,18.9474,75,730,6200,730,3510,775,9510,623,4954,730,6200,16,8871,0,9950,551,7904,11
3,1.0,1.0,1.0,0.8735,0.0,1.0,0.0,1.0,12.0789,75,324,6551,324,3887,324,6551,283,5231,324,6551,0,8822,0,9872,324,6551,2
4,0.7755,0.7755,1.0,1.0,0.0,1.0,0.0,0.6939,1.4474,75,38,9416,38,4265,49,9929,49,9466,49,9466,0,8868,0,9550,34,9654,24
5,1.0,1.0,1.0,0.8448,0.0,1.0,0.0,1.0,12.0789,75,335,6540,335,3876,335,6540,283,5231,335,6540,0,8822,0,9871,335,6540,2
6,1.0,1.0,1.0,0.8321,0.0,1.0,0.0,1.0,10.2632,75,137,6725,137,4069,137,6725,114,5381,137,6725,0,8811,0,9996,137,6725,2
7,1.0,1.0,1.0,0.6948,0.0,1.0,0.1327,1.0,6.9474,75,829,9851,829,3201,829,9836,576,9348,829,9851,110,9339,0,9772,829,9459,21
8,1.0,1.0,1.0,0.8448,0.0,1.0,0.0,1.0,12.0789,75,335,6540,335,3876,335,6540,283,5231,335,6540,0,8822,0,9871,335,6540,2
9,0.9279,0.9279,1.0,0.4393,0.0053,1.0,0.0515,0.6927,25.6842,75,2651,9950,2651,6415,2857,9925,1255,2543,2857,9464,147,9537,15,9984,1979,7497,13
10,0.9982,0.9982,1.0,0.6551,0.0,1.0,0.0009,0.9178,28.4211,75,2223,9632,2223,7129,2227,9430,1459,4429,2227,9430,2,9283,0,9985,2044,3793,8
11,1.0,1.0,1.0,0.8641,0.0,1.0,0.0613,0.6754,27.2632,75,3722,9031,3722,6445,3722,9805,3216,9998,3722,9031,228,9769,0,9952,2514,7394,11
12,1.0,0.9207,1.0,0.7196,0.0,1.0,0.0524,0.973,34.7368,75,2521,9977,2321,3637,2521,9860,1814,4196,2521,9977,132,9306,0,9923,2453,7720,7
13,0.8818,0.8375,1.0,0.4402,0.0097,0.9147,0.1145,0.6239,33.5789,75,4537,9658,4309,8857,5145,9909,2265,1851,4706,9307,589,9605,50,9967,3210,6396,6
14,0.7776,0.7453,1.0,0.8946,0.0712,0.9943,0.0859,0.9853,32.6579,75,5349,9431,5127,5779,6879,9360,6154,9089,6840,9918,591,9466,490,9692,6778,8521,6
15,1.0,1.0,1.0,0.6365,0.0,0.9623,0.093,0.7853,45.8158,75,6097,9706,6097,9308,6097,9706,3881,1080,5867,9952,567,9792,0,9964,4788,6553,5
