,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.994,0.994,1.0,0.994,0.0096,0.994,0.0096,0.7095,10.0,25,828,2412,828,2412,833,9489,828,2412,828,2412,8,7569,8,9444,591,4881,5
1,0.8047,0.7934,1.0,0.7475,0.0113,0.7504,0.0113,0.6615,10.5385,25,1141,9562,1125,8059,1418,9936,1060,2216,1064,2369,16,7640,16,9536,938,8356,4
2,1.0,1.0,1.0,1.0,0.0162,1.0,0.0162,1.0,11.1538,25,678,2540,678,2540,678,2540,678,2540,678,2540,11,7530,11,9402,678,2540,2
3,1.0,1.0,1.0,0.7661,0.0,1.0,0.0,1.0,8.0769,25,372,2810,372,2810,372,2810,285,2092,372,2810,0,7488,0,9337,372,2810,2
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,25,1,9476,1,9476,1,9883,1,9476,1,9476,0,9897,0,9935,1,8927,10
5,1.0,1.0,1.0,0.7661,0.0,1.0,0.0,1.0,8.0769,25,372,2810,372,2810,372,2810,285,2092,372,2810,0,7488,0,9337,372,2810,2
6,1.0,1.0,1.0,0.8045,0.0,1.0,0.0,1.0,8.0769,25,220,2951,220,2951,220,2951,177,2197,220,2951,0,7476,0,9323,220,2951,2
7,1.0,1.0,1.0,1.0,0.0,1.0,0.2636,1.0,2.6154,25,1051,9780,1051,9780,1051,9967,1051,9780,1051,9780,277,9881,0,9510,1051,9374,8
8,1.0,1.0,1.0,0.7661,0.0,1.0,0.0,1.0,8.0769,25,372,2810,372,2810,372,2810,285,2092,372,2810,0,7488,0,9337,372,2810,2
9,0.8127,0.8127,1.0,0.4798,0.4,1.0,0.1433,0.6,10.3846,25,2048,9403,2048,6894,2520,9879,1209,2170,2520,9540,361,7565,1008,9254,1512,8766,5
10,1.0,0.8473,1.0,0.7133,0.1527,1.0,0.0051,0.8473,11.4615,25,1964,9831,1664,4015,1964,9683,1401,1969,1964,9831,10,7877,300,9049,1664,4015,5
11,0.6327,0.6327,1.0,0.4538,0.3876,1.0,0.1738,0.6124,11.3077,25,2083,9297,2083,7686,3292,9836,1494,1992,3292,9863,572,7615,1276,9311,2016,7547,4
12,1.0,0.9801,1.0,0.8305,0.0199,1.0,0.0384,0.9801,15.3846,25,2059,9300,2018,3769,2059,9737,1710,1714,2059,9300,79,7930,41,8793,2018,3769,3
13,1.0,0.9556,1.0,0.5382,0.0331,1.0,0.2069,0.7189,13.7692,25,3896,9823,3723,6526,3896,9823,2097,1522,3896,9823,806,8136,129,9168,2801,3290,3
14,0.7597,0.7588,1.0,0.4192,0.3717,1.0,0.6697,0.6283,12.8462,25,4460,8766,4455,4932,5871,9865,2461,1591,5871,9423,3932,8140,2182,9188,3689,3127,3
15,1.0,0.9845,1.0,0.6534,0.3063,1.0,0.3063,1.0,18.5385,25,5361,5931,5278,1946,5361,5931,3503,797,5361,5931,1642,5478,1642,5478,5361,5931,2
16,1.0,0.9057,1.0,0.6285,0.0653,1.0,0.7423,0.9057,15.8462,25,4105,9738,3718,2768,4105,9361,2580,1282,4105,9738,3047,8391,268,8755,3718,2768,3
17,0.9836,0.9017,1.0,0.5164,0.1222,1.0,0.4477,0.7241,16.0,25,5394,9643,4945,6244,5484,9833,2832,1179,5484,9833,2455,8464,670,8693,3971,2757,3
18,1.0,0.9221,1.0,0.4905,0.1056,1.0,0.2298,0.7609,15.8462,25,5466,9906,5040,6032,5466,9906,2681,1239,5466,9906,1256,8413,577,8579,4159,9888,3
19,1.0,0.938,1.0,0.5103,0.0843,1.0,0.2215,0.7666,14.9231,25,4709,9556,4417,6235,4709,9556,2403,1363,4709,9556,1043,8255,397,8407,3610,9898,3
20,1.0,0.9844,1.0,0.651,0.308,1.0,0.308,1.0,18.5385,25,5464,5923,5379,1905,5464,5923,3557,780,5464,5923,1683,5497,1683,5497,5464,5923,2
21,1.0,0.9847,1.0,0.6214,0.3308,1.0,0.4601,1.0,18.6154,25,7729,6229,7611,1317,7729,6229,4803,541,7729,6229,3556,402,2557,6256,7729,6229,2
22,1.0,0.9833,1.0,0.6135,0.4173,1.0,0.454,1.0,18.3846,25,7205,5882,7085,1287,7205,5882,4420,585,7205,5882,3271,436,3007,7263,7205,5882,2
23,1.0,0.9847,1.0,0.6368,0.319,1.0,0.4713,1.0,18.5385,25,6217,5918,6122,1641,6217,5918,3959,672,6217,5918,2930,500,1983,5672,6217,5918,2
24,0.9148,0.8451,1.0,0.4944,0.1006,1.0,0.2277,0.7611,15.0,25,4820,9723,4453,6371,5269,9936,2605,1271,5269,9936,1200,8364,530,8526,4010,9883,3
