,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.7944,0.0,1.0,0.0172,0.9454,13.7451,50,2729,10917,2729,9849,2729,10917,2168,7962,2729,10512,47,10347,0,14423,2580,12573,30
1,1.0,1.0,1.0,0.7259,0.0,1.0,0.0302,0.8202,15.1569,50,3904,13304,3904,11990,3904,13304,2834,7415,3904,13074,118,10395,0,14171,3202,12842,36
2,1.0,1.0,1.0,1.0,0.0,1.0,0.0148,1.0,13.1961,50,1757,8318,1757,7256,1757,8318,1757,8318,1757,7915,26,10317,0,14369,1757,8318,6
3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,911,9080,911,8030,911,9080,911,9080,911,8682,0,12265,0,14754,911,9080,6
4,0.8423,0.8423,1.0,1.0,0.0,1.0,0.0,1.0,1.4314,50,689,14218,689,9921,818,14065,818,14396,818,14396,0,10286,0,14311,818,12775,66
5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,911,9080,911,8030,911,9080,911,9080,911,8682,0,12265,0,14754,911,9080,6
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.8431,50,489,9478,489,8432,489,9478,489,9478,489,9081,0,12242,0,14424,489,9478,6
7,0.9883,0.9681,1.0,1.0,0.0737,0.9883,0.0841,0.8502,2.3725,50,3715,14389,3639,11073,3759,14542,3759,14542,3715,14549,316,10228,277,14429,3196,13991,61
8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,8.8824,50,911,9080,911,8030,911,9080,911,9080,911,8682,0,12265,0,14754,911,9080,6
9,0.9852,0.9731,1.0,0.8154,0.0451,0.9731,0.053,0.9731,13.0,50,5465,13669,5398,12803,5547,14670,4523,8984,5398,13040,294,11483,250,14318,5398,12803,51
10,1.0,1.0,1.0,0.6614,0.019,1.0,0.0548,1.0,17.7059,50,5909,13650,5909,13414,5909,14609,3908,6237,5909,13650,324,10507,112,14204,5909,13414,34
11,1.0,0.9624,1.0,0.8012,0.0536,1.0,0.0659,0.9624,14.1373,50,7446,14011,7166,12808,7446,14011,5966,9255,7446,14011,491,9493,399,14633,7166,12808,45
12,1.0,1.0,1.0,0.6492,0.0,1.0,0.0296,1.0,23.1961,50,7269,13645,7269,12432,7269,13645,4719,6043,7269,12672,215,10803,0,14583,7269,12432,29
13,1.0,0.9634,1.0,0.5844,0.0074,1.0,0.0692,0.9267,24.5294,50,10150,13839,9779,10995,10150,13581,5932,5003,10150,13581,702,10947,75,13825,9406,10155,26
14,0.9879,0.9472,0.9879,0.7445,0.1149,0.9879,0.1487,0.9472,21.3529,50,13421,12705,12869,10378,13421,12705,10115,7665,13421,12705,2020,11073,1561,14715,12869,10378,26
15,1.0,0.9387,1.0,0.5321,0.0048,0.9387,0.2288,0.9387,29.8627,50,18533,13853,17397,7244,18533,11706,9862,3740,17397,13649,4241,12370,89,14178,17397,9983,16
16,1.0,0.9999,1.0,0.5866,0.0132,1.0,0.0947,0.9999,28.6863,50,12710,13849,12709,9412,12710,12147,7456,4232,12710,13769,1204,11220,168,14588,12709,12728,19
17,0.9351,0.8972,1.0,0.531,0.0355,1.0,0.0853,0.9621,26.6078,50,14315,13322,13735,9213,15308,14442,8128,4021,15308,14442,1306,11595,543,14365,14728,11469,24
