,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.997,0.8822,1.0,0.6626,0.0,0.9666,0.0,0.8822,13.7451,50,1312,9710,1161,4824,1316,9836,872,3751,1272,9913,0,8890,0,9912,1161,7072,7
1,0.9634,0.7715,1.0,0.5802,0.0,0.9125,0.0601,0.9084,15.1569,50,1893,9265,1516,4551,1965,9899,1140,3548,1793,9529,118,8943,0,9929,1785,9193,6
2,1.0,0.9024,1.0,0.8106,0.0,0.9954,0.0,0.9024,13.1961,50,871,9995,786,5158,871,9995,706,3887,867,9991,0,8844,0,9877,786,6075,8
3,1.0,0.994,1.0,0.5363,0.0,1.0,0.0,0.994,8.8824,50,496,9589,493,5385,496,9589,266,2829,496,9589,0,8773,0,9791,493,5385,13
4,1.0,1.0,1.0,0.905,0.0,1.0,0.0,0.75,1.4314,50,516,9980,516,6952,516,9944,467,9957,516,9980,0,8794,0,9843,387,9995,15
5,1.0,0.994,1.0,0.5363,0.0,1.0,0.0,0.994,8.8824,50,496,9589,493,5385,496,9589,266,2829,496,9589,0,8773,0,9791,493,5385,13
6,1.0,1.0,1.0,0.713,0.0,1.0,0.0,1.0,6.8431,50,216,9976,216,5641,216,9470,154,2935,216,9976,0,8754,0,9990,216,5641,15
7,0.9406,0.9002,1.0,0.9406,0.0,1.0,0.1677,0.6736,2.3725,50,1772,9882,1696,4905,1884,9744,1772,9882,1884,9835,316,8708,0,9637,1269,9931,14
8,1.0,0.994,1.0,0.5363,0.0,1.0,0.0,0.994,8.8824,50,496,9589,493,5385,496,9589,266,2829,496,9589,0,8773,0,9791,493,5385,13
9,0.7131,0.7004,1.0,1.0,0.072,1.0,0.0847,0.6485,13.0,50,2475,9177,2431,6450,3471,9754,3471,9337,3471,9337,294,9374,250,9960,2251,8908,8
10,1.0,0.8265,1.0,0.577,0.0212,1.0,0.1136,0.8265,17.7059,50,2825,9431,2335,3940,2825,9431,1630,2794,2825,9431,321,8949,60,9740,2335,3940,6
11,1.0,0.6505,1.0,1.0,0.0882,1.0,0.1137,0.6505,14.1373,50,4320,9916,2810,3692,4320,9815,4320,9916,4320,9916,491,9493,381,9738,2810,3692,8
12,1.0,1.0,1.0,0.7184,0.0,1.0,0.0814,1.0,23.1961,50,2642,9893,2642,3763,2642,9836,1898,3051,2642,9893,215,9284,0,9985,2642,8537,5
13,0.7909,0.7909,1.0,0.4864,0.0,0.8757,0.1033,0.7029,24.5294,50,3990,9468,3990,6954,5045,9781,2454,2338,4418,9839,521,9869,0,9753,3546,4824,5
14,0.8281,0.7954,1.0,0.9909,0.0,1.0,0.1559,0.6677,21.3529,50,6210,9346,5965,8789,7499,9464,7431,9907,7499,9464,1169,9901,0,9763,5007,9234,4
15,0.9807,0.9807,1.0,0.6266,0.0141,0.9807,0.1941,0.82,29.8627,50,6188,9597,6188,1942,6310,8976,3954,2349,6188,9597,1225,8839,89,9702,5174,3296,4
16,0.9932,0.993,1.0,0.6925,0.0367,0.9932,0.1889,0.9998,28.6863,50,4516,9244,4515,2704,4547,8925,3149,1984,4516,9244,859,8742,167,9665,4546,8649,4
17,0.928,0.6799,1.0,0.4824,0.0191,0.8711,0.1533,0.6799,26.6078,50,6520,9461,4777,2712,7026,9478,3389,1951,6120,9916,1077,8982,134,9988,4777,2712,5
18,0.9398,0.6842,1.0,0.4837,0.0212,0.8722,0.1485,0.6842,26.6078,50,6214,9669,4524,2800,6612,9529,3198,2016,5767,9915,982,8850,140,9835,4524,2800,5
19,1.0,0.8649,1.0,0.4829,0.0384,0.8698,0.1374,0.689,26.3333,50,5890,9789,5094,5926,5890,9520,2844,2156,5123,9964,809,8641,226,9932,4058,2988,5
20,0.9788,0.9788,1.0,0.6245,0.0165,0.9788,0.1973,0.8192,29.9412,50,6290,9625,6290,1907,6426,8986,4013,2344,6290,9625,1268,8882,106,9766,5264,3276,4
21,1.0,1.0,1.0,0.6279,0.0479,1.0,0.2489,1.0,32.9216,50,8623,8542,8623,1424,8623,9350,5414,1293,8623,8542,2146,7735,413,9809,8623,4751,4
22,1.0,1.0,1.0,0.6201,0.1756,1.0,0.2513,1.0,31.2745,50,8034,9729,8034,1284,8034,9781,4982,651,8034,9729,2019,8005,1411,9765,8034,4404,4
23,0.9696,0.9696,1.0,0.614,0.0,0.9696,0.2156,0.8147,30.3333,50,7053,9909,7053,1682,7274,9153,4466,2326,7053,9909,1568,8699,0,9867,5926,3175,4
