,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,0.9685,0.9325,1.0,0.9095,0.0123,0.9325,0.1233,0.878,13.7451,50,4248,27093,4090,17115,4386,35109,3989,19887,4090,17778,541,41599,54,46187,3851,25034,28
1,0.9011,0.8444,1.0,0.7993,0.0186,0.8331,0.2388,0.8601,15.1569,50,6138,33737,5752,21822,6812,42192,5445,18714,5675,19343,1627,41109,127,46614,5859,28277,25
2,1.0,0.9732,1.0,0.9483,0.0082,0.9732,0.0929,0.9732,13.1961,50,3175,28249,3090,18003,3175,27641,3011,20642,3090,18662,295,41680,26,45988,3090,19982,20
3,1.0,0.998,1.0,1.0,0.002,0.998,0.0,0.998,8.8824,50,1523,21249,1520,15995,1523,21249,1523,21249,1520,16647,0,41623,3,45669,1520,17045,21
4,1.0,1.0,1.0,1.0,0.0,1.0,0.8068,1.0,1.4314,50,854,49220,854,32673,854,48416,854,49601,854,46755,689,42723,0,49029,854,48340,75
5,1.0,0.998,1.0,1.0,0.002,0.998,0.0,0.998,8.8824,50,1523,21249,1520,15995,1523,21249,1523,21249,1520,16647,0,41623,3,45669,1520,17045,21
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,6.8431,50,705,29168,705,24063,705,28317,705,29168,705,17415,0,40869,0,47638,705,25109,38
7,1.0,0.9863,1.0,0.9588,0.4865,0.9155,0.3869,0.8287,2.3725,50,5552,47798,5476,20044,5552,48770,5323,47362,5083,42774,2148,42801,2701,46855,4601,46141,65
8,1.0,0.998,1.0,1.0,0.002,0.998,0.0,0.998,8.8824,50,1523,21249,1520,15995,1523,21249,1523,21249,1520,16647,0,41623,3,45669,1520,17045,21
9,0.9594,0.7826,1.0,0.625,0.177,0.675,0.2882,0.669,13.0,50,11689,46878,9535,27795,12184,46937,7615,18190,8224,21063,3512,38679,2157,47614,8151,33420,40
10,0.9998,0.9045,0.9998,0.7775,0.1083,0.9135,0.0874,0.9025,17.7059,50,9962,40366,9012,19566,9962,39422,7747,17485,9102,20172,871,39745,1079,49011,8993,25154,31
11,0.9324,0.7514,1.0,0.592,0.1884,0.9869,0.332,0.6666,14.1373,50,15101,46572,12169,24936,16195,48062,9587,18078,15983,47478,5377,39011,3051,45516,10795,26456,41
12,1.0,1.0,1.0,0.7589,0.0866,0.9711,0.1518,0.9711,23.1961,50,11415,41590,11415,20519,11415,39157,8663,17510,11085,19198,1733,42788,988,44290,11085,32180,20
13,0.9314,0.7916,1.0,0.6161,0.2338,0.7741,0.3603,0.8051,24.5294,50,18012,41864,15309,20617,19339,41515,11914,16279,14971,20058,6967,44242,4521,42245,15570,28204,22
14,0.9932,0.735,1.0,0.5414,0.2361,0.9823,0.3321,0.7445,21.3529,50,30224,47913,22367,22268,30432,47293,16475,16530,29893,47016,10106,40513,7186,42895,22657,30497,21
15,0.963,0.925,1.0,0.5791,0.3723,0.9077,0.1295,0.7653,29.8627,50,28856,38668,27720,15938,29966,43219,17352,6514,27201,31517,3880,6145,11156,36230,22932,16218,13
16,0.9882,0.9531,1.0,0.6874,0.1573,0.9652,0.2931,1.0,28.6863,50,20157,39464,19441,14380,20398,38165,14021,14670,19688,16581,5979,37348,3208,35376,20397,20315,18
17,0.9601,0.76,1.0,0.6078,0.391,0.7652,0.2986,0.7735,26.6078,50,26719,46472,21150,17184,27830,38478,16916,14583,21295,14631,8309,38170,10881,42572,21527,24832,22
18,0.9589,0.7607,1.0,0.6144,0.3888,0.767,0.2556,0.7678,26.6078,50,25015,46562,19844,17645,26087,38758,16029,15014,20008,15124,6669,37537,10143,42131,20029,24717,22
19,0.9536,0.8066,1.0,0.6376,0.289,0.7677,0.2722,0.7591,26.3333,50,21886,41340,18512,18471,22951,39823,14633,15602,17620,18788,6247,39707,6633,41459,17421,24838,22
20,0.9629,0.9248,1.0,0.5779,0.3687,0.9077,0.1299,0.7642,29.9412,50,29375,38709,28213,15807,30506,43287,17629,6440,27691,31512,3964,6148,11249,36358,23314,16162,13
21,1.0,1.0,1.0,0.6214,0.3093,0.9994,0.2627,0.7556,32.9216,50,38632,39649,38632,17406,38632,39649,24005,3677,38607,34654,10148,4154,11947,34166,29192,15231,10
22,1.0,0.9986,1.0,0.6723,0.5371,0.9986,0.2257,0.7539,31.2745,50,35925,32771,35876,8507,35925,32771,24154,11941,35876,32172,8108,4048,19296,31343,27085,14555,10
23,0.9811,0.9412,1.0,0.5824,0.4152,0.9252,0.1369,0.773,30.3333,50,33190,39374,31842,15068,33830,45870,19701,5994,31300,31795,4632,4857,14045,37675,26149,15935,13
24,0.9502,0.8036,1.0,0.5934,0.294,0.7647,0.2517,0.7645,26.3333,50,24058,40704,20348,17680,25320,39230,15024,15158,19362,16765,6373,37351,7444,42012,19358,24904,22
25,0.9535,0.8062,1.0,0.5996,0.2897,0.7673,0.2735,0.7588,26.3333,50,22169,41858,18743,18366,23250,39738,13940,15495,17840,18693,6358,39753,6735,41520,17643,24759,22
26,0.9316,0.7913,1.0,0.6315,0.2348,0.7734,0.3626,0.8045,24.5294,50,18305,41757,15548,20489,19648,41395,12408,16068,15196,19941,7124,44245,4613,42300,15807,28100,22
27,0.9369,0.7819,0.9772,0.6421,0.093,0.7444,0.2494,0.7682,17.2353,50,13590,47545,11342,26368,14175,48445,9313,16988,10798,19044,3618,41256,1349,46427,11143,30038,27
28,0.9885,0.8481,0.9886,0.6958,0.1185,0.8412,0.3167,0.8294,17.8627,50,14842,47845,12734,21846,14844,48091,10448,16828,12630,17860,4755,38957,1779,46996,12453,18314,31
29,1.0,0.906,1.0,0.7849,0.1077,0.9147,0.0799,0.8936,15.1176,50,9462,40887,8573,19880,9462,40580,7427,17620,8655,20490,756,39568,1019,48859,8455,31148,43
30,0.9536,0.886,1.0,0.6547,0.1754,0.6803,0.2275,0.6716,11.9804,50,9526,48489,8851,30954,9990,46877,6540,18877,6796,22056,2273,38813,1752,47877,6709,26529,45
31,0.9982,0.9341,1.0,0.8261,0.1122,0.9122,0.0244,0.8829,11.4314,50,7254,40741,6788,23314,7267,40737,6003,18596,6629,21997,177,39200,815,46732,6416,26568,50
32,0.9343,0.8247,0.9966,0.7247,0.0899,0.8035,0.1787,0.8173,13.6667,50,8429,42053,7440,23378,8991,48281,6538,18689,7249,21957,1612,41625,811,46990,7374,33599,31
33,1.0,1.0,1.0,0.7399,0.2074,0.9677,0.1099,0.8537,26.8431,50,13054,40945,13054,19389,13054,38901,9659,16938,12632,18138,1434,32143,2707,40211,11144,22896,14
34,0.9176,0.7919,1.0,0.6176,0.2329,0.7748,0.3142,0.8056,24.5294,50,17469,41047,15075,20743,19037,41632,11758,16348,14749,20173,5982,41260,4434,42190,15336,24106,25
