,index,opt_reward
0,0,14911.5414
1,1,25567.1552
2,2,33720.0417
3,3,44611.75
4,4,26697.8333
5,5,11485.3152
6,6,6094.5664
7,7,3653.375
8,8,3449.6339
9,9,46897.0
