,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,2299.001,1,0,0.9583,2273.6042,4020.6208,0.0708,1730.2016,0.9495,2264.2083,4036.2875,0.0712,1735.9246,0.9351,2234.7167,3371.8833,0.0726,1725.501,0.9298,2226.9125,3607.7125,0.0713,1724.3285,0.0534,101.7708,4514.6125,0.0488,120.4854,0.0679,125.0083,3956.7875,0.0844,143.4967,0.9576,2272.5208,4042.7708,0.0707,1730.7784,0.8152,1987.2583,2881.85,0.1173,1614.1029
1,5987.3465,1,0,0.9577,5922.6875,10846.9625,0.0705,4645.3105,0.9541,5905.0333,10760.7042,0.0696,4640.7939,0.9481,5871.2917,9186.725,0.0682,4626.7693,0.9126,5601.1333,9906.2875,0.0614,4445.1399,0.1611,790.5208,11617.5708,0.112,685.0832,0.1839,1196.4083,10492.2542,0.1215,1222.8756,0.949,5882.1292,9779.0542,0.0696,4643.3145,0.8716,5255.3792,8498.5917,0.0748,4178.0387
2,8780.1022,1,0,0.9583,8686.7292,17372.9125,0.0708,6738.7829,0.9571,8678.9333,17273.7458,0.0704,6739.5119,0.9535,8635.2875,14632.7542,0.0691,6705.9237,0.928,8330.0292,15786.3417,0.0637,6479.8061,0.2787,2135.5042,18651.7583,0.1512,1858.5376,0.315,2923.1167,14053.7958,0.1253,2689.6903,0.9517,8640.2792,15606.8042,0.0709,6737.9723,0.9302,8348.875,15698.8167,0.0638,6507.3932
