,index,opt_reward
0,0,2447.625
1,1,3965.375
2,2,5606.7917
3,3,6686.4167
4,4,4758.7917
5,5,1559.4167
6,6,902.1667
7,7,538.4167
8,8,531.9583
9,9,6286.6667
