,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,2653.3174,1,0,0.975,2638.5958,4782.075,0.0448,1920.7614,0.9577,2603.0917,4704.6625,0.0463,1913.7904,0.9158,2518.4542,3454.9,0.065,1921.7548,0.8626,2347.0583,4125.625,0.0547,1796.1833,0.0201,41.8833,4870.275,0.0311,60.2271,0.0405,96.4208,4526.8875,0.0391,74.1212,0.9618,2612.7458,4700.5417,0.0474,1915.6687,0.7475,1933.7542,3117.3792,0.0928,1441.9974
1,7374.1317,1,0,0.9744,7331.325,13705.9208,0.0445,5263.5532,0.9586,7250.35,13379.875,0.0437,5242.859,0.9138,6989.225,9856.15,0.0651,5243.3204,0.8773,6624.0875,11763.7417,0.0633,4994.4119,0.0414,301.0875,14375.5417,0.0523,332.9561,0.0773,538.0333,12510.0667,0.0659,435.6142,0.9568,7251.925,12523.3375,0.0447,5250.741,0.8298,6044.6875,10000.1708,0.0853,4477.6579
2,11390.8694,1,0,0.9736,11326.0042,21466.425,0.0442,8247.3889,0.9573,11224.6625,21132.35,0.0477,8267.129,0.9243,10908.7667,15821.85,0.0547,8188.8053,0.8782,10231.875,19125.6708,0.0593,7802.1706,0.0635,636.4417,23649.0417,0.082,820.5245,0.1015,1162.3833,20231.8375,0.0776,1027.5598,0.9432,11090.5125,18894.6,0.0474,8249.3815,0.8804,10054.8,17712.2,0.0573,7527.284
