,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,2797.5732,1,0,0.9583,2768.2542,8449.3083,0.0708,2116.0695,0.9361,2742.8792,8036.1583,0.0802,2134.5568,0.8793,2563.6125,5354.9667,0.071,2039.446,0.847,2438.7083,6246.1708,0.0657,1962.1393,0.1809,430.5958,8737.225,0.132,477.3909,0.1814,585.1208,8511.3417,0.1103,515.4196,0.9417,2732.7625,7948.5958,0.073,2111.4731,0.7343,2067.4667,4552.0292,0.1479,1711.9549
1,6974.5151,1,0,0.9583,6906.5792,20538.05,0.0708,5605.7607,0.947,6824.0083,19949.1375,0.0693,5560.9153,0.9185,6597.3042,13424.1042,0.062,5418.5986,0.8812,6215.3125,15845.875,0.0686,5181.4863,0.3326,2066.1458,23412.7208,0.1239,1531.9129,0.3631,2523.15,21785.5625,0.1356,1999.5979,0.9029,6480.2375,15343.5125,0.0732,5448.0503,0.8182,5558.7333,12632.2333,0.101,4596.6717
2,10460.2416,1,0,0.9583,10362.3583,30425.6542,0.0708,8671.6404,0.95,10274.4458,30216.9583,0.0698,8621.7403,0.9344,10064.1625,20973.5,0.0656,8482.1714,0.9077,9671.1583,24676.625,0.0668,8254.8996,0.4508,4301.4833,36101.975,0.1501,3292.4999,0.3526,3276.8417,22050.275,0.172,2968.6836,0.9194,9910.925,23491.4,0.0719,8492.2004,0.9123,9599.1625,25393.6792,0.0574,8041.2014
