,index,opt_reward
0,0,8033.5
1,1,13646.7917
2,2,18935.5
3,3,21943.4583
4,4,18070.248
5,5,4295.1671
6,6,3186.4583
7,7,1845.5464
8,8,1861.75
9,9,20425.9167
