,index,opt_reward
0,0,6704.3906
1,1,11248.2173
2,2,16031.1993
3,3,19131.375
4,4,13359.1626
5,5,3458.2822
6,6,2420.5874
7,7,1344.9167
8,8,1399.5509
9,9,18116.1946
