,index,opt_reward
0,0,3907.375
1,1,6665.0
2,2,9364.875
3,3,12003.2083
4,4,9646.2941
5,5,1785.4161
6,6,1469.375
7,7,839.4167
8,8,926.875
9,9,11931.0417
