,index,opt_reward
0,0,2935.0833
1,1,4799.625
2,2,6364.1667
3,3,9316.5
4,4,6657.6667
5,5,2245.8333
6,6,1191.0
7,7,699.2917
8,8,729.6667
9,9,9300.7917
