,index,opt_reward
0,0,6660.0833
1,1,11704.1667
2,2,16257.75
3,3,24428.4167
4,4,16896.2917
5,5,3928.8025
6,6,2599.5
7,7,1624.9583
8,8,1628.0417
9,9,24162.6667
