,index,opt_reward
0,0,4380.9583
1,1,7892.5833
2,2,11435.3333
3,3,14667.875
4,4,10702.5833
5,5,1842.7917
6,6,1596.625
7,7,839.4167
8,8,974.0833
9,9,13955.2917
