,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,4328.5611,1,0,0.9625,4296.5292,4222.4083,0.072,3440.0928,0.9595,4287.4167,4344.2542,0.0709,3446.1382,0.9233,4097.0333,2809.325,0.0668,3306.9183,0.9182,4093.8083,2976.9167,0.0682,3317.3025,0.0499,271.0375,4143.2125,0.0605,379.4914,0.2085,1370.2208,2959.6417,0.1519,1347.0998,0.9623,4295.925,4347.475,0.0719,3439.7257,0.773,3160.1042,2569.3667,0.1226,2397.3202
1,11206.076,1,0,0.9625,11124.9208,10706.8083,0.072,9137.3939,0.9568,11083.6625,10752.7083,0.0704,9137.8728,0.9358,10760.6875,7766.1917,0.0656,8869.2846,0.8754,9509.975,8044.7333,0.0635,7359.0659,0.25,4033.5375,11592.1917,0.1473,3968.8245,0.2864,5050.3833,7350.6042,0.1818,5161.9276,0.9553,11047.275,9541.1333,0.0687,9103.8613,0.81,8464.2,7195.6125,0.11,6567.5289
2,16988.1669,1,0,0.9625,16870.9958,16261.6708,0.072,14117.4428,0.9552,16751.9958,16160.8667,0.0698,14046.7024,0.9454,16511.0042,12782.4542,0.0666,13840.9691,0.9012,15031.4792,12778.8792,0.061,11960.8163,0.3298,6537.9042,17416.8458,0.1294,6037.5268,0.4138,9134.9208,11257.5583,0.154,8444.9712,0.9577,16779.5833,14343.4042,0.0702,14088.0775,0.8952,14857.7625,13634.55,0.0621,11925.6351
