,index,opt_reward
0,0,2408.1667
1,1,4212.5833
2,2,5987.7917
3,3,6353.25
4,4,4260.0417
5,5,2422.25
6,6,1085.125
7,7,699.75
8,8,634.7083
9,9,6519.4583
