,index,opt_reward
0,0,8314.2907
1,1,14989.7917
2,2,20805.75
3,3,27827.25
4,4,18624.9167
5,5,6324.2587
6,6,3185.3389
7,7,1871.4939
8,8,1892.125
9,9,28861.0
