,index,opt_reward
0,0,1807.0417
1,1,2987.5417
2,2,4134.0417
3,3,5239.9167
4,4,4076.125
5,5,1143.375
6,6,738.5833
7,7,501.6667
8,8,459.0833
9,9,5028.7083
