,index,opt_reward
0,0,7321.9583
1,1,12196.625
2,2,16257.75
3,3,24626.5
4,4,17340.5
5,5,4292.863
6,6,2826.0417
7,7,1625.8333
8,8,1748.9583
9,9,24326.9583
