,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,5464.2181,1,0,0.975,5429.525,9449.7625,0.0448,3590.7097,0.9223,5115.9958,9527.2542,0.0545,3512.5496,0.8844,4938.6583,4229.7792,0.0485,3471.6905,0.8132,4672.9917,7143.0333,0.1292,3540.7223,0.0515,360.2417,9822.7208,0.0454,313.0775,0.1398,1059.0125,8818.4667,0.0783,871.8196,0.9501,5228.1208,9523.8167,0.0428,3457.6569,0.6972,3753.4625,5154.525,0.0983,2362.4198
1,14648.3993,1,0,0.9746,14563.7875,26165.0958,0.0447,10472.7678,0.9536,14345.1042,26609.2042,0.0452,10522.4851,0.9103,13573.6833,11911.2417,0.0379,10099.8593,0.8051,12110.7458,18403.3208,0.0858,9497.2381,0.1122,1825.6,28669.1625,0.0544,1190.0675,0.2,3719.6625,23457.9583,0.129,2877.6135,0.9215,13803.9167,24724.55,0.0515,10156.8694,0.7011,9189.7083,13960.8042,0.1561,5983.0354
2,22074.7539,1,0,0.9747,21958.4333,40230.2083,0.0448,16572.5139,0.9616,21767.525,40233.8042,0.0443,16615.0738,0.9264,20836.3625,19503.7542,0.0396,16134.6419,0.8269,18266.6333,28311.6292,0.0534,14298.7394,0.1866,4171.0292,41899.6,0.0975,2476.908,0.285,6743.9792,33090.9542,0.1376,4833.3922,0.9212,20889.9042,33476.5167,0.0542,16246.983,0.7862,15788.025,26074.4458,0.1097,11001.7851
