,index,opt_reward
0,0,3646.9167
1,1,6149.0833
2,2,7912.5833
3,3,10263.6667
4,4,6659.6667
5,5,4368.4583
6,6,1841.625
7,7,1209.375
8,8,1079.0833
9,9,10594.7917
