,index,opt_reward
0,0,3143.375
1,1,5530.8333
2,2,7652.875
3,3,10042.0
4,4,6553.2083
5,5,3464.1667
6,6,1434.875
7,7,1005.4583
8,8,814.2083
9,9,10312.3333
