,opt_reward,opt,opt_std,knapsack,knapsack_reward,knapsack_cost,knapsack_std,knapsack_std_reward,col,col_reward,col_cost,col_std,col_std_reward,col_na,col_reward_na,col_cost_na,col_na_std,col_std_reward_na,BIN,BIN_reward,BIN_cost,BIN_std,BIN_std_reward,CRp,CRp_reward,CRp_cost,CRp_std,CRp_std_reward,Sw,Sw_reward,Sw_cost,Sw_std,Sw_std_reward,Lp,Lp_reward,Lp_cost,Lp_std,Lp_std_reward,MR,MR_reward,MR_cost,MR_std,MR_std_reward
0,4987.7741,1,0,0.975,4965.8792,4695.975,0.0448,3956.5928,0.956,4883.5583,4647.0333,0.0483,3969.9819,0.89,4415.975,2854.325,0.039,3549.6611,0.859,4246.6542,3964.5083,0.0731,3451.7225,0.0365,251.775,4858.0583,0.0351,275.7515,0.1855,1502.2458,4344.7792,0.1436,1858.527,0.9704,4956.0792,4671.3583,0.0443,3961.1162,0.7383,3454.4,3219.2917,0.1118,2650.772
1,13490.9298,1,0,0.9743,13426.0125,13770.4125,0.0444,10570.5752,0.9553,13213.45,13437.1667,0.0488,10573.3467,0.9103,12478.5375,8571.4833,0.0538,10111.9885,0.8836,12197.9167,10923.7,0.086,10039.5388,0.0485,927.7042,14134.5458,0.0446,980.6646,0.1624,3230.7583,10307.3542,0.1137,3295.0905,0.9456,13009.0833,12888.1375,0.042,10325.929,0.8226,10488.8375,9859.1417,0.0806,7969.6732
2,21206.028,1,0,0.9728,21085.6792,22232.0375,0.044,16721.7426,0.9575,20870.7875,21609.7458,0.0501,16748.5683,0.9135,19809.7792,14114.4542,0.0624,16212.3397,0.8915,19518.2917,17518.4333,0.0828,16206.1608,0.0592,1421.9458,23268.3292,0.0587,1369.2751,0.1945,6382.775,15472.1875,0.132,6667.1844,0.9405,20311.0042,20654.3208,0.039,16330.658,0.8203,16274.3708,15410.7958,0.0819,12283.4933
