,index,opt_reward
0,0,12946.0
1,1,23518.625
2,2,33034.625
3,3,43350.9583
4,4,26396.7917
5,5,10813.0827
6,6,5145.5833
7,7,3357.0226
8,8,2855.125
9,9,45474.1667
