,index,opt_reward
0,0,1444.5
1,1,2397.75
2,2,3545.5
3,3,4591.2083
4,4,3763.1667
5,5,940.0
6,6,572.2083
7,7,398.6667
8,8,372.8333
9,9,4472.9167
