x,n_points,theta,spans,Col-M_mean,Col-M_min,Col-M_max,Col-M_std,Col-M_var,Col-M-na_mean,Col-M-na_min,Col-M-na_max,Col-M-na_std,Col-M-na_var,MR-M_mean,MR-M_min,MR-M_max,MR-M_std,MR-M_var,GeRt-M_mean,GeRt-M_min,GeRt-M_max,GeRt-M_std,GeRt-M_var,GLp-M_mean,GLp-M_min,GLp-M_max,GLp-M_std,GLp-M_var,GSw-M_mean,GSw-M_min,GSw-M_max,GSw-M_std,GSw-M_var,knapsack_mean,knapsacks_min,knapsack_max,knapsack_std,knapsack_var,BIN_mean,BIN_min,BIN_max,BIN_std,BIN_var
0,25,0.0,1500,0.8808466666666668,0.6205,1.0,0.09244009330682611,0.008545170850574718,0.8466333333333332,0.6205,1.0,0.08855311802891906,0.00784165471264367,0.9689766666666666,0.846,1.0,0.04298240765494753,0.0018474873678160917,0.57695,0.2609,0.8643,0.17562393354689093,0.03084376603448276,0.8211833333333332,0.5146,0.9826,0.10884869309507467,0.011848037988505757,0.8540033333333333,0.6684,1.0,0.080720776641514,0.006515843781609193,1.0,1.0,1.0,0.0,0.0,0.6440999999999999,0.4523,0.9112,0.100655534133619,0.010131536551724139
1,25,0.0,10000,0.8650266666666668,0.5102,1.0,0.14175026834088406,0.020093138574712635,0.7630933333333334,0.4665,1.0,0.15363096835202728,0.023602474436781606,0.9119866666666666,0.5798,1.0,0.09668867827076304,0.009348700505747124,0.6260899999999998,0.024,1.0,0.22908534225149096,0.05248009403448275,0.8505666666666667,0.3504,1.0,0.19493370284726838,0.03799914850574713,0.7811533333333333,0.484,1.0,0.15367266989046674,0.023615289471264365,1.0,1.0,1.0,0.0,0.0,0.7151099999999999,0.3477,1.0,0.18435626744113576,0.033987233344827575
2,25,0.0,20000,0.8643466666666666,0.5731,1.0,0.13193773278836243,0.01740756533333333,0.7431966666666667,0.5,1.0,0.14043608555651496,0.01972229412643679,0.8175733333333334,0.2739,1.0,0.20046351621512914,0.040185621333333345,0.6491133333333334,0.16399999999999998,1.0,0.23942240803914816,0.05732308947126436,0.8749333333333333,0.5053,1.0,0.15198212311691936,0.023098565747126435,0.69395,0.1319,1.0,0.2735935744229335,0.07485344396551726,1.0,1.0,1.0,0.0,0.0,0.7812866666666667,0.4204,1.0,0.16628760654947805,0.027651568091954015
3,25,0.0,30000,0.9919333333333334,0.8333,1.0,0.032961234632606654,0.0010864429885057481,0.9473033333333335,0.5785,1.0,0.11171619363163171,0.012480507919540229,0.8700633333333335,0.125,1.0,0.22362053832535042,0.05000614516091952,0.6993933333333334,0.1757,1.0,0.3135127362900779,0.09829023581609195,0.9919333333333334,0.8333,1.0,0.032961234632606654,0.0010864429885057481,0.7096866666666666,0.0103,1.0,0.3609646230954452,0.1302954591264368,1.0,1.0,1.0,0.0,0.0,0.9881266666666666,0.8105,1.0,0.045284487207091044,0.0020506847816091924
4,25,0.4,1500,0.8771566666666665,0.7553,1.0,0.06481802475649298,0.004201376333333337,0.8400999999999998,0.7387,0.9633,0.0653876029587387,0.004275538620689654,0.9793133333333334,0.8975,1.0,0.026912831618897456,0.0007243005057471267,0.49074666666666666,0.1787,0.8494,0.17703018003628124,0.03133968464367815,0.8603833333333333,0.5339,1.0,0.12491765034540192,0.015604419367816093,0.7468166666666666,0.3404,0.968,0.15733799568145473,0.024755244885057467,1.0,1.0,1.0,0.0,0.0,0.6586433333333334,0.4439,0.8129,0.09802293427396548,0.009608495643678156
5,25,0.4,10000,0.83885,0.49,1.0,0.14387715965004844,0.020700637068965525,0.7449099999999999,0.49,0.9923,0.11657396453280873,0.013589489206896547,0.9082133333333335,0.5547,1.0,0.11688737796031176,0.013662659126436777,0.56408,0.1477,1.0,0.24017391457312617,0.05768350924137931,0.7760566666666667,0.3456,1.0,0.19970940040267354,0.03988384460919538,0.6709799999999999,0.1639,0.9522,0.23195478959011193,0.053803024413793095,1.0,1.0,1.0,0.0,0.0,0.6860066666666665,0.3515,1.0,0.15681557130048931,0.02459112340229885
6,25,0.4,20000,0.8381466666666667,0.4972,1.0,0.1755204315316524,0.030807421885057473,0.71824,0.4972,1.0,0.15154893280548945,0.02296707903448276,0.8398000000000001,0.2045,1.0,0.2174901075831996,0.04730194689655173,0.5115299999999999,0.0726,1.0,0.23575571832754755,0.055580758724137945,0.8945000000000001,0.4167,1.0,0.171316895315931,0.029349478620689658,0.5121566666666667,0.0226,1.0,0.289290307218501,0.08368888185057471,1.0,1.0,1.0,0.0,0.0,0.76717,0.4308,1.0,0.21044595694168952,0.044287500793103445
7,25,0.4,30000,0.9939866666666666,0.8298,1.0,0.03106571159303468,0.0009650784367816093,0.9650299999999999,0.5917,1.0,0.09062223655715348,0.008212389758620686,0.9522266666666667,0.4632,1.0,0.12643721334931513,0.01598636891954023,0.7796166666666668,0.0714,1.0,0.3066098645232871,0.09400960902298848,0.9939866666666666,0.8298,1.0,0.03106571159303468,0.0009650784367816093,0.6689633333333334,0.0094,1.0,0.39963694082412393,0.15970968447126432,1.0,1.0,1.0,0.0,0.0,0.99966,0.9898,1.0,0.00186225669551756,3.4679999999999823e-06
8,25,0.8,1500,0.8402466666666667,0.6625,1.0,0.1084188548729142,0.011754648091954029,0.817133333333333,0.6625,1.0,0.11526310033506201,0.013285582298850573,0.9756166666666668,0.9093,1.0,0.027934468676348342,0.0007803345402298867,0.4182966666666667,0.0355,0.7394,0.18091873100893965,0.03273158722988506,0.9542400000000001,0.7568,1.0,0.060091135383882825,0.0036109445517241343,0.5923933333333334,0.2293,0.8791,0.16525552405255642,0.027309388229885052,1.0,1.0,1.0,0.0,0.0,0.5977166666666668,0.379,0.8842,0.12235221369228387,0.014970064195402297
9,25,0.8,10000,0.8291699999999999,0.5681,1.0,0.12941554868476707,0.016748384241379317,0.7174033333333334,0.5,0.9937,0.13038818034895894,0.01700107757471264,0.8346066666666666,0.2913,1.0,0.19405943976245918,0.037659066160919526,0.4059733333333334,0.0467,1.0,0.28096305307887426,0.07894023719540232,0.896446666666667,0.4829,1.0,0.16170041420485903,0.02614702395402298,0.5081300000000001,0.0728,0.9006,0.22604864619872392,0.051097990448275864,1.0,1.0,1.0,0.0,0.0,0.7077866666666666,0.4688,1.0,0.15270001633433358,0.02331729498850574
