,APX_ratio,APX_inter_ratio,GEFT_ratio,GW_ratio,GP_ratio,KNAPSACK_reward,APX_reward,GEFT_reward,GW_reward,GP_reward,wind_direction,intersection
0,0.9996238010630885,0.7681983679156974,0.538075325526776,0.07733554318197293,0.3091002030135753,2161.8546740178863,2161.0413865877636,1163.2406574637562,167.18820549566024,668.2297186247754,0,90.78807947019868
1,0.9976490346329645,0.7658740471616274,0.5363522302104068,0.153545867858082,0.38727009564370696,2167.580537938863,2162.4846311639085,1162.5866556841825,332.82303485011096,839.4391222430213,30,65.9271523178808
2,0.9990437660015282,0.8554177292931099,0.5701733849788055,0.14313269378597507,0.2159584530915281,2332.871501355588,2330.640730311926,1330.1412406485038,333.9101822455573,503.8033206940635,60,40.6953642384106
3,0.998759903395286,0.7857789379208096,0.4993311566483728,0.14322907552237538,0.2882470576045328,2333.6577515293197,2330.7637904750836,1165.2680242925762,334.2476423371696,672.6699803343363,90,44.90728476821192
4,0.9988155997945984,0.9329826992532122,0.46651881633204767,0.2000531334626575,0.13360031206639855,2507.1583751474477,2504.188896252949,1169.6365575307673,501.56488903539184,334.95714131958374,120,44.81456953642384
5,0.9979006929374197,0.9295880923848748,0.7321597515821724,0.26547862478329604,0.20021159369165412,2516.424215973195,2511.141468844154,1842.4245288422971,668.0568402279478,503.8173026842646,150,42.36423841059602
6,0.9974159920382842,0.7966414870907874,0.5327679571850079,0.1326159369536052,0.46750449110585424,2519.7587536596106,2513.247676978551,1342.4467237862723,334.16016801361775,1177.9985338391577,180,35.026490066225165
7,0.9985312480352455,0.7345474830802866,0.4005689784283505,0.13321184266911673,0.4683003436080389,2518.4131501796296,2514.7142259172397,1008.7981828279783,335.48245633756346,1179.3737435761243,210,27.397350993377483
8,0.9988142864739139,0.7144205505782782,0.3580697827352473,0.2846067859576563,0.35789804618428717,2352.649634718894,2349.8600662248664,842.4127435559533,669.5800510217986,842.0087076220691,240,45.70198675496689
9,0.9992042669676406,0.7661234243088745,0.5393289154267324,0.3815136155251638,0.46256618438361263,2181.675774800606,2179.939743320699,1176.6408294359871,832.3390127478423,1009.1694387116781,270,60.82781456953642
10,0.9964322934603705,0.7445692351258539,0.666830923796198,0.4126505579238505,0.3309940114551064,2011.7952571561866,2004.617762060835,1341.5272898182698,830.1684352940567,665.8921823924835,300,80.48344370860927
11,0.9989693386357604,0.9218199015222194,0.6923804278108364,0.2300603490175725,0.3076215249338668,2171.5720567227404,2169.333901304214,1503.5539896557489,499.5926252864414,668.0223075928229,330,93.17218543046357
