,APX_ratio,APX_inter_ratio,GEFT_ratio,GW_ratio,GP_ratio,KNAPSACK_reward,APX_reward,GEFT_reward,GW_reward,GP_reward,wind_direction,intersection
0,0.9985628443189507,0.9985628443189507,0.61056689605328,0.05532961606794432,0.22300399360214077,2993.4338535905786,2989.1318231220457,1827.691616527608,165.62554584395377,667.547703934545,0,125.88557213930348
1,0.9994312338900916,0.7352091512099352,0.20999514056041507,0.10537707947847834,0.21128310319315327,3160.8193433747447,3159.02157645269,663.7567022980584,333.0779111639122,667.8277195011611,30,81.28855721393035
2,0.999095798731882,0.7878120645316152,0.4725336499865605,0.10546014073352457,0.10602116967954617,3165.534310121571,3162.672029984088,1495.8214817194346,333.8376938422215,335.6136502198242,60,63.19900497512438
3,0.9991132393030491,0.8336473876949829,0.44359183502281635,0.11139686714323277,0.1679736873304413,3000.5120512715853,2997.85131511379,1331.0026468316373,334.2476423371696,504.0070731315143,90,68.12437810945273
4,0.9460758598118748,0.8414320402522243,0.4208041288197775,0.10546145659834912,0.053007092689753114,3175.653848073144,3004.409444780689,1336.3282509715937,334.9090804699463,168.3321778753843,120,61.35820895522388
5,0.9455945704095575,0.8935294853707794,0.42063757384904804,0.10529384614101074,0.10584741192358263,3182.652974767737,3009.4993724381984,1338.7434257097564,335.1137726454242,336.8755804300563,150,61.298507462686565
6,0.9517562249717891,0.856170298651331,0.3813074708895752,0.09504666673527343,0.38193449467019236,3529.0441572123136,3358.7897448271406,1345.6509022442597,335.42388390462264,1347.8636968536798,180,52.90049751243781
7,0.9991578532687733,0.8105477625858118,0.33358199551340434,0.09492564282807468,0.2861309402549234,3530.738113272282,3527.764713711372,1177.7906654606002,335.15758505995495,1010.2534161444923,210,41.84577114427861
8,0.9500429946110905,0.9007101790613277,0.4010106109651343,0.09987469028720904,0.30063650537420533,3358.641915064907,3190.8542228145925,1346.851046373287,335.4433210527462,1009.7303681484423,240,51.42786069651741
9,0.9993255096188419,0.7979866392043629,0.4516234632770484,0.0992699283215155,0.3510502750343633,3350.69375006382,3348.4337393591954,1513.2519157845832,332.6231283961854,1176.2619625158263,270,67.48756218905473
10,0.9985784689160225,0.9442377332101479,0.6330144429166498,0.10444359768010272,0.31419723967114566,3174.6394297216493,3170.1265810918794,2009.5926100664806,331.5707633772387,997.4629457697222,300,106.7412935323383
11,0.9990604365495352,0.9990604365495352,0.7230075612997585,0.2212752777343398,0.2775230623023201,3000.3639437682978,2997.5449114686407,2169.285817995643,663.9063649614292,832.6701896960442,330,131.5870646766169
