,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.6661,0.0,1.0,0.0,0.8682,20.7632,75,554,4192,554,2196,554,4192,369,1426,554,4192,0,4233,0,4983,481,3684,14
1,0.942,0.942,1.0,0.6346,0.0,0.942,0.0,0.7889,24.9737,75,714,2093,714,2093,758,4890,481,1359,714,2093,0,4332,0,4985,598,3124,13
2,1.0,1.0,1.0,0.9272,0.0,1.0,0.0,1.0,21.2895,75,453,4239,453,2267,453,4239,420,2052,453,4239,0,4947,0,4927,453,4239,2
3,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,4865,0,4854,241,4362,2
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.7887,1.3684,75,71,4997,71,4956,71,4997,71,4997,71,4997,0,4873,0,4873,56,4932,26
5,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,4865,0,4854,241,4362,2
6,1.0,1.0,1.0,0.6912,0.0,1.0,0.0,1.0,10.3421,75,136,4441,136,2518,136,4441,94,1635,136,4441,0,4843,0,4834,136,4441,2
7,1.0,0.9789,1.0,0.9312,0.0,1.0,0.132,0.9789,3.1316,75,712,4975,697,2565,712,4999,663,4889,712,4975,94,4635,0,4993,697,4567,27
8,1.0,1.0,1.0,0.9378,0.0,1.0,0.0,1.0,14.6842,75,241,4362,241,2428,241,4362,226,2199,241,4362,0,4865,0,4854,241,4362,2
9,0.9632,0.7882,1.0,0.7035,0.0,1.0,0.0,0.7882,21.4737,75,1387,4743,1135,3424,1440,4990,1013,4424,1440,4990,0,4588,0,4967,1135,3424,15
10,1.0,0.9607,1.0,0.7406,0.0,1.0,0.0344,0.9607,21.5789,75,1222,4994,1174,3345,1222,4994,905,1811,1222,4994,42,4959,0,4938,1174,3345,16
11,0.9632,0.7834,1.0,0.6761,0.0,1.0,0.0647,0.7834,22.1842,75,1832,4690,1490,3361,1902,4930,1286,4498,1902,4930,123,4530,0,4920,1490,3361,14
12,0.9375,0.8688,1.0,0.552,0.0354,0.9646,0.0,0.8688,27.0263,75,1379,4903,1278,3353,1471,4989,812,1217,1419,4962,0,4756,52,5000,1278,3353,12
13,0.9572,0.8486,1.0,0.62,0.0,1.0,0.0118,0.7421,27.2895,75,2194,4943,1945,3220,2292,4955,1421,1697,2292,4877,27,4971,0,4955,1701,2820,10
