,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,0.9904,1.0,0.9472,0.0,0.9904,0.0185,0.9276,20.7632,75,2595,17215,2570,12950,2595,17279,2458,13721,2570,12950,48,21037,0,24398,2407,18555,46
1,0.9825,0.9622,1.0,0.9056,0.0,0.9622,0.0389,0.9292,24.9737,75,3539,14784,3466,12401,3602,20289,3262,11253,3466,12401,140,21404,0,24266,3347,16020,43
2,1.0,1.0,1.0,1.0,0.0,1.0,0.0092,0.9842,21.2895,75,1959,14033,1959,11040,1959,14033,1959,14033,1959,11040,18,20838,0,24134,1928,16411,21
3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,10
4,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.3684,75,71,24609,71,24609,71,24509,71,24609,71,24245,0,20604,0,24698,71,24240,138
5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,10
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,10.3421,75,519,16392,519,12181,519,16099,519,16392,519,12181,0,21957,0,24417,519,15100,13
7,1.0,0.989,1.0,1.0,0.0049,1.0,0.2712,0.9951,3.1316,75,2459,24502,2432,9106,2459,24233,2459,24038,2459,24698,667,21186,12,24129,2447,23747,130
8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,14.6842,75,1015,15986,1015,11752,1015,15690,1015,15986,1015,11752,0,20541,0,24196,1015,15212,10
9,0.9797,0.8742,1.0,0.6888,0.0531,0.8742,0.0531,0.8058,21.4737,75,5701,22897,5087,14507,5819,23955,4008,14173,5087,21249,309,21106,309,24202,4689,18170,75
10,1.0,0.9878,1.0,0.8381,0.0111,0.9878,0.0126,0.9582,21.5789,75,5412,19683,5346,14112,5412,19984,4536,10369,5346,14112,68,21381,60,23980,5186,15995,66
11,0.9608,0.8499,1.0,0.6552,0.0595,0.8499,0.1211,0.8048,22.1842,75,7471,22353,6609,14234,7776,23212,5095,13551,6609,21409,942,20592,463,24459,6258,18003,70
12,0.9473,0.9163,1.0,0.8143,0.0109,0.9163,0.0343,0.8637,27.0263,75,6416,17055,6206,12971,6773,20456,5515,11514,6206,12971,232,21712,74,23837,5850,17097,50
13,0.9682,0.8676,1.0,0.7119,0.0082,0.8676,0.0916,0.8189,27.2895,75,9831,18932,8810,13646,10154,21900,7229,9121,8810,13646,930,20500,83,24136,8315,15493,50
14,1.0,0.8771,1.0,0.6473,0.0801,0.8771,0.1026,0.8402,25.9211,75,14116,23767,12381,16402,14116,23839,9137,15161,12381,24191,1448,20504,1130,24107,11860,17318,75
15,0.9425,0.9322,1.0,0.8021,0.02,0.9298,0.1899,0.6969,35.7105,75,15322,20116,15154,15966,16257,23622,13039,10559,15116,16521,3088,21167,325,23512,11330,21219,48
16,1.0,0.9337,1.0,0.7578,0.0179,0.9337,0.0662,0.8955,31.0789,75,12175,21525,11368,14901,12175,21525,9226,9092,11368,14901,806,21012,218,23858,10903,15727,50
17,0.9882,0.893,1.0,0.7218,0.0087,0.893,0.1129,0.8592,29.8158,75,14121,21311,12761,15207,14290,21541,10314,9209,12761,15207,1613,20179,124,23552,12278,16074,55
18,1.0,0.8714,1.0,0.7059,0.0123,0.8714,0.1164,0.837,29.2895,75,13683,21246,11923,15006,13683,21246,9659,9127,11923,15006,1593,21219,168,23934,11452,15847,55
19,0.9632,0.8587,1.0,0.6996,0.0106,0.8587,0.1361,0.8202,29.2895,75,11678,19023,10411,13669,12124,22028,8482,9063,10411,13669,1650,21707,128,24083,9944,16313,45
20,0.9525,0.942,1.0,0.8095,0.0203,0.9398,0.192,0.7766,35.7105,75,15624,19768,15452,16086,16404,23105,13279,10636,15417,16645,3149,21429,333,23822,12740,18192,48
21,1.0,1.0,1.0,0.8481,0.0331,1.0,0.0815,0.8222,36.2368,75,22451,21454,22451,18928,22451,21454,19040,13561,22451,21358,1829,19811,743,22564,18460,20796,69
22,1.0,0.9951,1.0,0.8002,0.0266,0.9951,0.0731,0.9924,39.8158,75,21120,18381,21016,16376,21120,18381,16901,12639,21016,16376,1543,19287,562,23656,20960,17919,55
23,0.9688,0.9578,1.0,0.8182,0.021,0.9578,0.0805,0.8401,35.8421,75,17898,20448,17696,15810,18475,20545,15116,11331,17696,17777,1488,19678,388,22949,15520,19114,53
24,0.9814,0.8559,1.0,0.6943,0.0118,0.8559,0.1129,0.8211,29.2895,75,13195,21528,11507,14926,13445,21970,9335,9099,11507,14926,1518,20869,158,24064,11040,15756,50
25,0.9547,0.8582,1.0,0.6988,0.0107,0.8582,0.1368,0.8204,29.2895,75,11731,18810,10545,13680,12288,21648,8587,9066,10545,13680,1681,21818,131,24226,10081,15594,50
26,0.9517,0.8664,1.0,0.7104,0.0082,0.8664,0.1268,0.8189,27.4737,75,9822,18209,8942,13641,10321,21916,7332,9111,8942,13641,1309,20597,85,24271,8452,17563,50
27,0.9843,0.8952,1.0,0.7503,0.0104,0.8952,0.0451,0.8155,25.5,75,6977,20257,6345,14005,7088,22961,5318,10645,6345,15169,320,20298,74,23990,5780,15805,50
28,0.9984,0.9625,1.0,0.798,0.0132,0.9625,0.0377,0.9023,26.8158,75,7647,19831,7372,13794,7659,22617,6112,9972,7372,14478,289,19617,101,24706,6911,18839,57
29,1.0,0.9895,1.0,0.8434,0.0099,0.9895,0.0113,0.956,21.4474,75,5154,21499,5100,14197,5154,20714,4347,12933,5100,14197,58,21215,51,23794,4927,16079,67
30,0.9981,0.8976,1.0,0.7195,0.0488,0.8976,0.1005,0.8096,21.4737,75,4765,23018,4285,14750,4774,24151,3435,15287,4285,21298,480,22001,233,23920,3865,19454,75
31,1.0,0.9973,1.0,0.8698,0.0035,0.9973,0.004,0.932,20.7895,75,4032,21701,4021,14635,4032,20811,3507,13183,4021,14635,16,21893,14,23606,3758,14507,52
32,0.9936,0.9347,1.0,0.8081,0.0045,0.9347,0.0325,0.7869,23.8421,75,4654,21560,4378,14476,4684,21421,3785,13560,4378,14476,152,20634,21,23615,3686,18285,55
33,0.9384,0.9021,1.0,0.7979,0.0129,0.9021,0.0403,0.8576,27.1842,75,7221,16925,6942,12785,7695,20319,6140,11408,6942,12785,310,20750,99,24126,6599,16998,50
34,0.969,0.8684,1.0,0.7131,0.008,0.8684,0.0908,0.8188,27.2895,75,9683,18939,8678,13653,9993,21885,7126,9131,8678,13653,907,20405,80,24003,8182,15495,50
35,0.9603,0.9347,1.0,0.8345,0.0087,0.9347,0.0279,0.8732,27.2105,75,5750,17209,5597,13163,5988,20394,4997,11637,5597,13163,167,21297,52,23816,5229,16521,50
36,0.9944,0.9147,1.0,0.7778,0.0077,0.9147,0.0655,0.8055,24.2105,75,5675,21778,5220,14155,5707,21488,4439,13400,5220,14155,374,21126,44,23898,4597,17941,54
37,0.9159,0.8718,1.0,0.7627,0.0159,0.8718,0.0494,0.7798,32.8684,75,9293,18591,8845,12703,10146,23251,7738,11313,8845,13274,501,20677,161,24073,7912,17745,50
38,1.0,1.0,1.0,0.8074,0.0261,1.0,0.0655,0.9665,33.2105,75,18845,20465,18845,18283,18845,20276,15215,10809,18845,18283,1234,19983,492,23980,18214,19425,70
39,1.0,1.0,1.0,0.8175,0.027,1.0,0.0722,0.998,39.8158,75,23447,19025,23447,17967,23447,19025,19168,11206,23447,17967,1694,19182,634,23393,23400,19665,59
40,1.0,1.0,1.0,0.9376,0.0092,1.0,0.0631,0.7514,29.8684,75,23532,17955,23532,17833,23532,17955,22064,16237,23532,17833,1486,18610,217,23007,17683,22211,55
41,1.0,1.0,1.0,0.9375,0.0092,1.0,0.0634,0.7522,29.8684,75,23279,17670,23279,17549,23279,17670,21825,15979,23279,17549,1476,18358,214,22707,17511,21862,55
42,1.0,1.0,1.0,0.9017,0.0092,1.0,0.0982,0.5971,31.2895,75,22081,17611,22081,17502,22081,17881,19911,14102,22081,17502,2168,18783,203,23691,13185,21810,86
43,1.0,1.0,1.0,0.9025,0.0089,1.0,0.062,0.5926,30.1579,75,23252,18880,23252,18765,23252,18880,20986,15115,23252,18765,1441,17491,206,21686,13778,23367,86
44,1.0,1.0,1.0,0.8098,0.0151,1.0,0.0905,0.9654,32.0526,75,21525,21680,21525,20647,21525,21680,17430,12135,21525,20647,1948,20502,324,22575,20780,21971,81
45,1.0,1.0,1.0,0.9023,0.0088,1.0,0.0621,0.5937,31.2895,75,22993,18586,22993,18472,22993,18586,20747,14880,22993,18472,1427,17252,203,22886,13650,23008,86
46,1.0,0.9951,1.0,0.8002,0.0266,0.9951,0.0731,0.9924,39.8158,75,21120,18381,21016,16376,21120,18381,16901,12639,21016,16376,1543,19287,562,23656,20960,17919,55
47,0.9976,0.9677,1.0,0.7798,0.0065,0.9677,0.0873,0.9351,32.0526,75,17527,21687,17002,17035,17570,21638,13701,10129,17002,17035,1533,20096,114,23580,16430,18075,66
48,1.0,0.9702,1.0,0.7825,0.0067,0.9702,0.088,0.9377,32.0526,75,18402,22250,17853,17575,18402,22233,14399,10421,17853,17575,1619,19058,123,23084,17255,18660,71
49,1.0,0.9722,1.0,0.7955,0.0209,0.9722,0.0692,0.9654,39.6316,75,17145,17818,16668,14462,17145,18633,13638,11021,16668,14462,1187,19566,358,23832,16552,17537,42
50,0.9967,0.9644,1.0,0.7769,0.0065,0.9644,0.0866,0.9317,32.0526,75,16983,21591,16434,16709,17040,22028,13239,9956,16434,16709,1475,19583,111,23521,15877,17721,65
51,1.0,0.9395,1.0,0.7568,0.0058,0.9395,0.0835,0.9071,31.0,75,16436,21909,15442,16200,16436,21367,12438,9690,15442,16200,1372,18726,95,23534,14909,17167,61
52,0.9224,0.892,1.0,0.7761,0.017,0.892,0.0531,0.8034,33.7105,75,9967,18733,9639,12664,10806,23121,8387,11345,9639,13256,574,21345,184,23329,8682,15847,51
53,1.0,1.0,1.0,0.8071,0.0071,1.0,0.0909,0.9665,32.0526,75,18421,21170,18421,17968,18421,19922,14868,10636,18421,17968,1674,19569,130,23706,17804,19085,71
54,1.0,1.0,1.0,0.8068,0.007,1.0,0.0908,0.9665,32.0526,75,18279,21047,18279,17868,18279,19808,14748,10582,18279,17868,1659,19436,128,23549,17667,18977,71
55,1.0,1.0,1.0,0.8068,0.007,1.0,0.0908,0.9665,32.0526,75,18279,21047,18279,17868,18279,19808,14748,10582,18279,17868,1659,19436,128,23549,17667,18977,71
56,1.0,1.0,1.0,0.8166,0.0235,1.0,0.0705,0.998,39.8158,75,25063,20127,25063,19255,25063,20387,20466,12016,25063,19255,1768,20565,588,23156,25012,21078,63
57,1.0,1.0,1.0,0.9374,0.0092,1.0,0.0637,0.7531,29.8684,75,23025,17388,23025,17269,23025,17388,21584,15725,23025,17269,1467,18104,212,22410,17339,21518,58
58,1.0,1.0,1.0,0.9021,0.0088,1.0,0.0977,0.5952,31.2895,75,22601,18159,22601,18048,22601,18159,20388,14539,22601,18048,2207,19314,199,22438,13453,22484,81
59,1.0,1.0,1.0,0.8117,0.0152,1.0,0.0898,0.9641,32.0526,75,22927,20661,22927,20309,22927,20661,18609,13002,22927,20309,2058,19666,349,22813,22105,23604,86
60,1.0,1.0,1.0,0.9019,0.0093,1.0,0.0981,0.5967,31.2895,75,22212,17745,22212,17636,22212,18017,20032,14209,22212,17636,2179,18915,206,23849,13253,21975,86
61,1.0,1.0,1.0,0.8087,0.0224,1.0,0.0908,0.9659,32.0526,75,20682,20821,20682,19829,20682,20821,16726,11673,20682,19829,1878,19681,463,23886,19976,21091,76
62,1.0,1.0,1.0,0.8075,0.0075,1.0,0.0908,0.9664,32.0526,75,19128,20713,19128,18501,19128,20522,15446,10930,19128,18501,1736,20232,144,23870,18486,19660,71
63,1.0,0.9723,1.0,0.7894,0.0215,0.9723,0.0705,0.9675,39.6316,75,18792,18615,18271,15036,18792,18621,14835,11528,18271,15036,1325,19036,404,23392,18182,16450,47
64,0.9967,0.9644,1.0,0.7769,0.0065,0.9644,0.0866,0.9317,32.0526,75,16983,21591,16434,16709,17040,22028,13239,9956,16434,16709,1475,19583,111,23521,15877,17721,65
65,1.0,1.0,1.0,0.8078,0.0146,1.0,0.091,0.9663,32.0526,75,19552,21097,19552,18841,19552,20902,15794,11119,19552,18841,1779,20642,285,23901,18893,20027,76
66,1.0,0.9722,1.0,0.7982,0.0208,0.9722,0.0685,0.9645,39.3947,75,16490,17549,16032,14275,16490,18342,13163,10848,16032,14275,1129,19077,343,23433,15904,15615,43
67,1.0,0.9395,1.0,0.7568,0.0059,0.9395,0.0832,0.9069,31.0,75,16135,21709,15159,16069,16135,21174,12211,9623,15159,16069,1342,18492,95,23755,14633,17024,61
