,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,0.9536,1.0,1.0,0.2935,0.9536,0.2031,0.9536,10.0,25,2157,16796,2057,10593,2157,17073,2157,16796,2057,10593,438,10626,633,36128,2057,10593,12
1,0.959,0.9577,1.0,1.0,0.495,0.9231,0.2318,0.9264,10.5385,25,2904,24545,2900,16695,3028,16498,3028,16647,2795,10146,702,10601,1499,36051,2805,18849,13
2,0.945,0.9432,1.0,1.0,0.2134,0.9287,0.1965,0.9287,9.7692,25,1563,17153,1560,12756,1654,16727,1654,17088,1536,9766,325,10621,353,39567,1536,16793,12
3,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,15
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,46738,0,46738,0,47669,0,46738,0,44304,0,40794,0,44304,0,46738,25
5,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,15
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.9231,25,411,17076,411,17076,411,17895,411,17076,411,11983,0,39179,0,39179,411,17076,15
7,1.0,1.0,1.0,1.0,0.9135,1.0,0.6632,1.0,2.0769,25,959,46561,959,18379,959,47379,959,46561,959,45964,636,38077,876,43519,959,46561,25
8,1.0,1.0,1.0,1.0,0.0,1.0,0.2197,1.0,7.9231,25,742,16824,742,16824,742,17647,742,16824,742,11710,163,10619,0,39337,742,16824,15
9,0.878,0.852,1.0,0.9742,0.61,0.852,0.2813,0.852,10.1538,25,3814,23367,3701,18388,4344,25518,4232,16520,3701,11099,1222,11344,2650,38154,3701,18388,16
10,1.0,0.9551,1.0,1.0,0.5257,0.9551,0.1453,0.9488,9.9231,25,4295,16270,4102,9646,4295,16144,4295,16270,4102,9646,624,11368,2258,38287,4075,17336,16
11,1.0,0.8613,1.0,0.9319,0.5002,0.8181,0.3287,0.7933,10.8462,25,5878,31060,5063,17006,5878,33149,5478,16584,4809,10932,1932,11661,2940,42510,4663,16578,8
12,0.9889,0.9854,1.0,1.0,0.3054,0.9631,0.2216,0.9965,12.8462,25,5093,22111,5075,12731,5150,15752,5150,15269,4960,9226,1141,11197,1573,32306,5132,13011,7
13,1.0,0.958,1.0,0.905,0.6464,0.8391,0.2301,0.8817,12.4615,25,8191,22637,7847,15206,8191,24351,7413,15849,6873,11229,1885,11816,5295,34772,7222,14442,7
14,0.9817,0.8148,1.0,0.8164,0.6692,0.748,0.3305,0.6954,12.3077,25,12039,30730,9992,16490,12263,32521,10011,16336,9173,14098,4053,13624,8207,38643,8528,12987,7
15,1.0,0.9969,1.0,0.8375,0.5568,0.929,0.326,0.9321,16.6923,25,14023,24507,13979,18535,14023,24507,11744,15244,13027,16355,4572,11087,7808,24493,13071,22327,11
16,0.9942,0.9479,1.0,0.9541,0.6553,0.9187,0.2055,0.8628,13.0,25,9690,31149,9239,14752,9747,23988,9300,15961,8955,11315,2003,13322,6387,33559,8410,17152,13
17,1.0,0.986,1.0,0.8659,0.5922,0.8553,0.25,0.8852,13.6923,25,11773,28560,11608,17802,11773,31722,10194,14643,10069,11523,2943,13374,6972,36151,10421,12257,7
18,1.0,0.9875,1.0,0.8713,0.5873,0.8587,0.2492,0.8905,13.6923,25,10945,30930,10808,17506,10945,30930,9536,14369,9398,11385,2727,12981,6428,35091,9747,12080,7
19,0.993,0.951,1.0,0.8901,0.6103,0.8322,0.2366,0.8674,12.4615,25,9766,23293,9353,15375,9835,32779,8754,15581,8185,11236,2327,12358,6002,34386,8531,14710,7
20,1.0,0.9969,1.0,0.8365,0.557,0.929,0.3258,0.9321,16.6923,25,14304,24739,14259,18688,14304,24739,11966,15379,13288,16485,4660,11207,7967,24765,13333,22536,11
21,1.0,0.9965,1.0,0.8915,0.4956,0.9965,0.2625,0.8748,16.7692,25,19275,29640,19207,21379,19275,29640,17184,16560,19207,21379,5060,11728,9552,29431,16861,16064,7
22,1.0,0.9959,1.0,0.9244,0.409,0.9959,0.2512,0.9959,17.3077,25,17107,22089,17037,14589,17107,22089,15813,14911,17037,14589,4297,10980,6997,22947,17037,14589,13
23,1.0,0.9968,1.0,0.8325,0.556,0.9293,0.3237,0.9293,16.7692,25,16402,26767,16350,20075,16402,26767,13655,13765,15243,17672,5310,12230,9119,27082,15243,17672,13
24,1.0,0.9483,1.0,0.8993,0.7561,0.8258,0.2386,0.8576,12.5385,25,10978,30775,10410,17380,10978,32732,9872,15626,9066,11331,2619,12800,8301,33251,9415,14994,7
