,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,#BIN
0,1.0,1.0,1.0,0.9282,0.0007,1.0,0.0617,1.0,10.0,25,1393,5735,1393,5735,1393,5735,1293,5060,1393,5735,86,11434,1,13006,1393,5735,6
1,1.0,1.0,1.0,0.9187,0.0022,1.0,0.1348,0.9476,10.5385,25,1832,5466,1832,5466,1832,5466,1683,4823,1832,5466,247,11521,4,13278,1736,6949,10
2,1.0,1.0,1.0,0.9394,0.0027,1.0,0.0321,1.0,9.7692,25,1123,5920,1123,5920,1123,5920,1055,5223,1123,5920,36,11362,3,12869,1123,5920,6
3,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,6
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25,0,13773,0,13773,0,14542,0,13773,0,12814,0,12910,0,12814,0,13773,33
5,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,6
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,7.9231,25,336,5802,336,5802,336,5802,336,5802,336,5802,0,13279,0,13139,336,5802,6
7,1.0,1.0,1.0,0.9941,0.844,1.0,0.844,1.0,2.0769,25,846,13515,846,10236,846,14600,841,13896,846,13515,714,13392,714,12987,846,13527,27
8,1.0,1.0,1.0,0.9896,0.0,1.0,0.0,1.0,7.9231,25,579,6345,579,6345,579,6345,573,5597,579,6345,0,11227,0,13192,579,6345,6
9,1.0,0.9745,1.0,0.8103,0.3302,0.9745,0.0255,0.9355,10.1538,25,2435,8720,2373,7123,2435,8720,1973,4923,2373,7123,62,12479,804,12488,2278,9743,18
10,1.0,0.9992,1.0,0.864,0.0725,0.9992,0.0008,0.9992,9.9231,25,2661,8433,2659,6786,2661,8324,2299,4609,2659,6786,2,12470,193,13027,2659,6786,12
11,0.7941,0.7941,1.0,0.6311,0.2878,0.786,0.1132,0.7165,10.8462,25,3143,11173,3143,9404,3958,11626,2498,4828,3111,6993,448,10397,1139,13535,2836,12961,17
12,1.0,0.9944,1.0,0.8885,0.0056,0.9944,0.1196,0.9944,12.8462,25,3194,8216,3176,6546,3194,8105,2838,4317,3176,6546,382,12454,18,11790,3176,6546,9
13,1.0,0.9985,1.0,0.7793,0.0762,0.9461,0.1972,0.8725,12.4615,25,4635,11241,4628,9365,4635,11117,3612,4320,4385,6440,914,10672,353,12064,4044,8938,17
14,0.9138,0.9138,1.0,0.7002,0.4461,0.9138,0.2176,0.9113,12.3077,25,5807,11778,5807,9207,6355,13988,4450,5096,5807,9207,1383,9796,2835,10660,5791,10118,15
