,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,0.9998,0.9841,0.9976,0.8385,0.0,0.9276,0.0496,0.9489,0.2074,20.7632,75,4656,32579,4583,27341,4646,32289,3905,17643,4320,21395,231,43327,0,48681,4419,26845,966,9791,30
1,0.9867,0.9867,0.994,0.7769,0.0107,0.8665,0.0839,0.8665,0.0452,24.1316,75,6750,30749,6750,27707,6800,32032,5315,16474,5928,20081,574,43446,73,49218,5928,22559,309,10242,26
2,0.946,0.946,1.0,0.8803,0.0,0.9225,0.0214,0.8829,0.0173,18.9474,75,3273,25992,3273,23007,3460,32266,3046,18401,3192,20455,74,43065,0,47290,3055,28595,60,11262,28
3,1.0,1.0,1.0,0.9094,0.0,1.0,0.0,1.0,0.0,12.0789,75,1424,29068,1424,19913,1424,30404,1295,24650,1424,22005,0,43031,0,47799,1424,22713,0,0,31
4,1.0,1.0,1.0,1.0,0.0,1.0,0.2987,1.0,0.4416,1.4474,75,77,48918,77,31340,77,49265,77,48678,77,48884,23,43841,0,48520,77,47815,34,13947,116
5,1.0,1.0,1.0,0.9109,0.0,1.0,0.0,1.0,0.0,12.0789,75,1448,29043,1448,19889,1448,30380,1319,24625,1448,21981,0,43031,0,47798,1448,22689,0,0,31
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.2632,75,444,25457,444,17997,444,26112,444,25457,444,17997,0,42968,0,46542,444,20789,0,0,11
7,1.0,1.0,1.0,0.9679,0.0972,1.0,0.2942,1.0,0.2258,6.9474,75,3671,47379,3671,15161,3671,48056,3553,48282,3671,48942,1080,43277,357,47297,3671,46930,829,14343,96
8,1.0,1.0,1.0,0.9109,0.0,1.0,0.0,1.0,0.0,12.0789,75,1448,29043,1448,19889,1448,30380,1319,24625,1448,21981,0,43031,0,47798,1448,22689,0,0,31
9,0.9748,0.9748,1.0,0.7744,0.1323,0.7682,0.1186,0.6649,0.0839,25.6842,75,10197,41830,10197,30741,10461,42218,8101,24138,8036,17422,1241,42920,1384,48958,6956,34000,878,8683,52
10,0.9996,0.9856,1.0,0.8095,0.0327,0.966,0.0204,0.966,0.2242,28.4211,75,9114,29191,8987,19070,9118,29732,7381,15054,8808,17968,186,42891,298,48493,8808,18711,2044,7442,24
11,0.9451,0.9451,1.0,0.7148,0.1294,0.7106,0.1069,0.6615,0.084,27.2632,75,13596,46870,13596,33046,14386,48926,10283,24019,10222,17590,1538,41695,1862,47562,9517,23751,1208,8120,46
12,1.0,0.9816,1.0,0.854,0.0062,0.9816,0.1024,0.9915,0.0,34.7368,75,10894,29333,10694,14297,10894,27185,9303,13530,10694,16578,1116,42681,68,46424,10801,23924,0,6184,23
13,0.9388,0.8903,0.9874,0.5827,0.0631,0.7042,0.1251,0.6668,0.0489,33.5789,75,18647,41405,17684,35949,19613,49310,11575,10303,13987,14875,2485,41928,1253,47590,13245,19640,972,7397,30
14,0.8838,0.751,0.9951,0.642,0.145,0.6435,0.1471,0.7363,0.0807,32.6579,75,25149,48184,21371,21107,28316,47906,18270,23233,18312,21478,4186,42492,4127,47444,20951,29561,2295,7713,27
15,0.9998,0.9998,1.0,0.7243,0.5604,0.967,0.234,0.9047,0.1734,45.8158,75,27615,46568,27615,21958,27620,47140,20004,6026,26708,37709,6463,5154,15477,41602,24988,25074,4788,10664,21
16,0.9897,0.9042,1.0,0.7109,0.0812,0.8984,0.3227,0.9022,0.0161,36.5526,75,20176,47477,18433,17727,20387,41085,14493,8859,18316,19441,6579,43966,1655,46898,18394,24726,329,5555,26
17,0.9873,0.801,1.0,0.6319,0.0648,0.78,0.3018,0.8226,0.0,36.9474,75,24930,47597,20224,21078,25250,48559,15956,8302,19694,13678,7621,41943,1636,47060,20771,26205,0,7794,27
18,0.9599,0.8448,1.0,0.5821,0.0765,0.7155,0.2556,0.7933,0.1617,36.6316,75,24835,46050,21857,31671,25872,49391,15059,8644,18511,14102,6612,42482,1978,47292,20524,24741,4183,7006,27
19,0.956,0.8343,1.0,0.5867,0.0886,0.7148,0.105,0.7863,0.163,35.6053,75,21831,39347,19051,25047,22835,48187,13397,9373,16323,13724,2397,43372,2024,46807,17956,25559,3721,7019,27
20,0.9998,0.9998,1.0,0.7223,0.4563,0.9669,0.2344,0.9043,0.1732,46.7368,75,28125,46676,28125,21860,28130,45535,20318,5933,27198,37757,6595,5119,12837,37829,25439,23365,4872,10707,21
21,1.0,0.9893,1.0,0.723,0.1118,1.0,0.3426,0.8511,0.0,48.8684,75,38128,39790,37721,6989,38128,39790,27567,4732,38128,39553,13062,3534,4264,34765,32452,20341,0,0,13
22,1.0,0.9646,1.0,0.6966,0.2225,0.9762,0.3244,0.9646,0.0,48.3158,75,36545,37712,35252,6658,36545,37712,25456,4862,35677,37165,11857,3692,8132,33917,35252,10324,0,0,20
23,0.9998,0.9998,1.0,0.7109,0.5462,0.9662,0.2376,0.902,0.1723,47.7895,75,31889,47867,31889,21413,31894,44874,22673,5349,30817,36672,7577,3933,17420,37250,28768,23083,5495,12465,21
24,0.9605,0.8354,1.0,0.5795,0.0749,0.7108,0.287,0.7865,0.1609,35.8158,75,24212,46294,21059,31880,25208,48725,14607,8832,17918,14335,7235,42001,1887,46843,19827,24941,4057,7005,27
25,0.9624,0.8392,0.998,0.5893,0.0897,0.7187,0.1073,0.7912,0.1636,35.8158,75,22124,39269,19293,24959,22943,48803,13548,9304,16522,14926,2467,43459,2062,46938,18190,25475,3762,7016,27
26,0.9499,0.8824,0.9995,0.595,0.0491,0.7197,0.1293,0.6825,0.0503,33.7632,75,18721,41419,17392,32152,19699,48571,11727,10220,14184,14772,2549,42450,967,46621,13452,19538,991,7406,30
27,0.9411,0.9139,0.9906,0.6478,0.0412,0.7741,0.1023,0.6765,0.1957,29.1316,75,12551,43273,12189,36200,13211,49108,8640,14225,10324,16967,1365,44792,550,48970,9023,27357,2610,7362,38
28,0.9417,0.8823,1.0,0.7387,0.0417,0.8835,0.0337,0.8779,0.2266,31.2368,75,12620,25771,11825,13721,13402,40947,9900,11274,11841,14630,451,38970,559,46486,11766,29108,3037,9767,31
29,1.0,0.9687,1.0,0.8123,0.0313,0.9687,0.0192,0.9687,0.0,25.8684,75,8699,29562,8427,16008,8699,28280,7066,15271,8427,18231,167,44956,272,48314,8427,26265,0,6059,33
30,0.9358,0.9358,1.0,0.8152,0.0787,0.8066,0.1021,0.663,0.0821,23.6053,75,7941,41073,7941,31623,8486,42676,6918,24849,6845,21354,866,42659,668,48442,5626,33683,697,9932,55
31,1.0,0.9771,1.0,0.8211,0.0229,0.9771,0.0188,0.9771,0.0,21.5263,75,6859,30742,6702,17311,6859,29480,5632,16318,6702,19490,129,44233,157,47651,6702,27391,0,11630,37
32,0.9793,0.9576,0.992,0.7384,0.0237,0.8795,0.0657,0.8322,0.015,27.4737,75,8106,30852,7926,24739,8211,31289,6112,15958,7280,19058,544,41850,196,48953,6888,30948,124,7232,34
33,1.0,0.9778,1.0,0.8315,0.0076,0.9778,0.0915,0.9778,0.2151,35.5,75,12407,36170,12132,14799,12407,34635,10317,12878,12132,15566,1135,41319,94,47105,12132,21150,2669,11002,23
34,0.9395,0.8911,0.9877,0.5852,0.0471,0.7066,0.1138,0.6679,0.0489,33.5789,75,18339,41528,17395,36073,19280,48333,11423,10387,13792,14981,2222,43578,920,48437,13038,19745,954,7391,30
35,1.0,0.9859,1.0,0.8721,0.0046,0.9859,0.0575,0.9859,0.2091,33.3158,75,9692,29373,9555,15138,9692,30303,8452,14107,9555,17388,557,42722,45,48949,9555,18134,2027,10958,22
36,0.973,0.931,0.9906,0.7036,0.0278,0.8395,0.0733,0.7329,0.2101,29.0789,75,9989,30733,9558,23566,10170,37406,7223,15162,8618,18098,753,42232,285,48404,7524,29249,2157,7596,38
37,1.0,0.9721,1.0,0.79,0.1117,0.9721,0.1886,0.9499,0.217,38.8158,75,16220,40279,15768,13661,16220,41144,12814,9166,15768,14462,3059,42417,1811,46571,15407,14716,3520,6613,29
38,0.9947,0.9414,1.0,0.6854,0.0383,0.9884,0.2476,0.9389,0.0,40.1579,75,32455,49085,30715,14267,32627,47155,22362,6784,32247,46806,8080,5050,1248,48674,30635,17796,0,8969,25
39,1.0,0.964,1.0,0.692,0.2255,0.9758,0.438,0.8502,0.0,48.3158,75,40248,39334,38800,6118,40248,39334,27853,4663,39274,38792,17630,3529,9075,35984,34220,20334,0,0,13
