,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
0,1.0,1.0,1.0,0.9531,0.0,1.0,0.0257,0.9881,0.4039,20.7632,75,2684,12227,2684,11354,2684,12227,2558,12243,2684,12069,69,12630,0,13763,2652,13315,1084,9807,45
1,1.0,1.0,1.0,0.9469,0.0,1.0,0.0471,0.994,0.397,24.1316,75,3652,11431,3652,10549,3652,11431,3458,11514,3652,11271,172,12661,0,13908,3630,12522,1450,6742,41
2,1.0,1.0,1.0,0.9955,0.0,1.0,0.0183,0.8756,0.3925,18.9474,75,2018,11373,2018,10523,2018,11373,2009,12718,2018,10661,37,12603,0,13710,1767,14123,792,11162,49
3,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0789,75,885,11660,885,10816,885,11660,885,11660,885,10952,0,12546,0,13600,885,11660,0,2664,10
4,1.0,1.0,1.0,1.0,0.0,0.9351,0.0,0.9351,0.4416,1.4474,75,77,14589,77,11902,77,14138,77,13888,72,14147,0,12608,0,14438,72,14093,34,5664,100
5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0789,75,896,11649,896,10805,896,11649,896,11649,896,10941,0,12546,0,13599,896,11649,0,2664,10
6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,10.2632,75,345,12177,345,11334,345,12177,345,12177,345,11470,0,12530,0,13584,345,12177,0,2656,10
7,1.0,1.0,1.0,0.8197,0.0,1.0,0.1522,1.0,0.3534,6.9474,75,2346,14079,2346,8774,2346,13790,1923,14167,2346,14079,357,12569,0,13857,2346,14020,829,5894,77
8,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,12.0789,75,896,11649,896,10805,896,11649,896,11649,896,10941,0,12546,0,13599,896,11649,0,2664,10
9,1.0,0.9497,1.0,0.8772,0.0269,0.9497,0.0531,0.909,0.5231,25.6842,75,5462,13192,5187,10718,5462,13192,4791,10761,5187,11463,290,13171,147,14169,4965,12380,2857,7702,47
10,1.0,0.9996,1.0,0.8568,0.0,0.9996,0.0007,0.9996,0.3982,28.4211,75,5593,14255,5591,10301,5593,14470,4792,10638,5591,11044,4,13203,0,14292,5591,11044,2227,9430,32
