,apx,apx-na,knapsack,MR,GeRt,GLp,GSw,BIN,BIN_naive,intersection,n_points,apx_reward,apx_cost,apx-na_reward,apx-na_cost,knapsack_reward,knapsack_cost,MR_reward,MR_cost,GLp_reward,GLp_cost,GSw_reward,GSw_cost,GeRt_reward,GeRt_cost,BIN_reward,BIN_cost,BIN_naive_reward,BIN_naive_cost,#BIN
25,0.9935,0.9496,1.0,0.848,0.7341,0.8341,0.1757,0.9484,0.072,15.0,25,16141,30261,15427,18516,16246,29128,13776,15295,13551,11845,2855,9274,11927,32350,15407,26784,1169,1169,11
26,1.0,0.9845,1.0,0.8914,0.8258,0.8553,0.1823,0.8084,0.0017,13.7692,25,13521,30103,13311,21818,13521,32342,12052,15752,11564,11624,2465,11780,11166,36505,10930,9222,23,23,7
27,1.0,0.962,1.0,0.9008,0.4276,0.8568,0.2185,0.8291,0.0623,11.6154,25,9644,25508,9278,18682,9644,25171,8687,16872,8263,12852,2107,14595,4124,41179,7996,18392,601,601,16
28,0.9921,0.9505,1.0,0.9582,0.2833,0.9314,0.3152,0.9017,0.0229,11.6923,25,10208,24024,9780,17112,10289,24617,9859,16570,9583,12807,3243,15206,2915,38557,9278,21539,236,236,10
29,1.0,0.9591,1.0,0.9984,0.1854,0.9591,0.1442,0.9591,0.0013,9.9231,25,6937,26231,6653,13997,6937,25649,6926,17803,6653,13997,1000,15332,1286,43014,6653,18570,9,11986,18
30,0.9017,0.9017,1.0,0.9548,0.3511,0.8318,0.2214,0.7281,0.0,10.3846,25,5661,26601,5661,20298,6278,26732,5994,18785,5222,14615,1390,14901,2204,41787,4571,32140,0,16752,16
31,1.0,0.9619,1.0,1.0,0.0381,0.9619,0.1484,0.9359,0.0011,9.9231,25,5538,18107,5327,13004,5538,17711,5538,18107,5327,13004,822,15238,211,38928,5183,19625,6,11788,18
32,1.0,0.9634,1.0,0.9336,0.2055,0.8993,0.2077,0.8849,0.2066,11.0769,25,6414,25961,6179,20855,6414,26496,5988,17708,5768,12658,1332,14813,1318,38027,5676,14739,1325,11601,16
33,1.0,0.9954,1.0,0.9504,0.0729,0.9954,0.2701,0.9458,0.0046,15.3846,25,10046,21172,10000,12251,10046,24442,9548,15429,10000,12251,2713,14218,732,25550,9502,9819,46,46,7
34,1.0,0.9866,1.0,0.897,0.8196,0.8602,0.1812,0.8152,0.0018,13.7692,25,13063,30295,12888,22028,13063,32520,11717,15916,11237,11809,2367,11790,10707,36673,10649,9379,23,23,7
35,1.0,0.9953,1.0,0.9848,0.5031,0.9953,0.2257,0.9801,0.0047,13.9231,25,7825,23242,7788,13878,7825,24982,7706,16615,7788,13878,1766,14719,3937,35238,7669,16738,37,37,7
36,1.0,0.9626,1.0,0.9209,0.3766,0.8695,0.2134,0.8695,0.055,11.6154,25,7838,25922,7545,19856,7838,25519,7218,17829,6815,13877,1673,14694,2952,41441,6815,17093,431,431,14
37,1.0,0.9955,1.0,0.9182,0.2873,0.9955,0.2332,0.9955,0.2481,15.9231,25,13073,20768,13014,11466,13073,20768,12003,14076,13014,11466,3049,8749,3756,19495,13014,11466,3243,3243,13
38,1.0,0.9981,1.0,0.8632,0.3672,0.9981,0.4455,1.0,0.0019,18.3846,25,24561,13655,24514,9172,24561,13655,21202,10029,24514,9172,10942,5489,9018,18258,24561,13655,47,47,10
39,1.0,0.996,1.0,0.8124,0.536,1.0,0.5743,1.0,0.004,18.3846,25,32700,10973,32568,6053,32700,10973,26565,8225,32700,10973,18778,2725,17526,12912,32700,10973,132,132,10
40,1.0,0.998,1.0,0.8713,0.4384,0.998,0.6209,1.0,0.002,18.6923,25,33729,15915,33662,10046,33729,15915,29388,11636,33662,10046,20944,4469,14787,20958,33729,15915,67,67,10
41,1.0,0.9981,1.0,0.8713,0.4386,0.9981,0.6209,1.0,0.0019,18.6923,25,33394,15775,33329,9961,33394,15775,29095,11536,33329,9961,20735,4433,14645,20758,33394,15775,65,65,10
42,1.0,0.9981,1.0,0.8724,0.4376,0.9981,0.6222,1.0,0.0019,18.6923,25,30709,14841,30650,9454,30709,14841,26791,10843,30650,9454,19107,4202,13438,19359,30709,14841,59,59,10
43,1.0,0.998,1.0,0.8716,0.4387,0.998,0.6213,1.0,0.002,18.6923,25,32226,15322,32163,9699,32226,15322,28087,11203,32163,9699,20022,4315,14138,20098,32226,15322,63,63,10
44,1.0,0.998,1.0,0.8773,0.4292,0.998,0.627,1.0,0.002,18.6923,25,27107,14169,27054,9286,27107,14169,23781,10299,27054,9286,16997,4100,11634,18093,27107,14169,53,53,10
45,1.0,0.9981,1.0,0.8717,0.4385,0.9981,0.6215,1.0,0.0019,18.6923,25,31888,15205,31826,9636,31888,15205,27797,11117,31826,9636,19817,4287,13983,19925,31888,15205,62,62,10
46,1.0,0.9959,1.0,0.8189,0.5282,1.0,0.5797,1.0,0.0041,18.3846,25,29622,11140,29502,6545,29622,11140,24257,8189,29622,11140,17172,2873,15647,12756,29622,11140,120,120,10
47,1.0,0.9759,1.0,0.8916,0.4096,0.9759,0.4535,1.0,0.0019,17.6923,25,22090,15721,21557,8882,22090,15721,19695,12873,21557,8882,10018,5484,9047,19815,22090,15721,43,43,10
48,1.0,0.9754,1.0,0.8891,0.4189,0.9754,0.4509,1.0,0.0019,17.6923,25,23159,15658,22589,8661,23159,15658,20590,12851,22589,8661,10443,5476,9701,19921,23159,15658,45,45,10
49,1.0,0.9958,1.0,0.8413,0.5005,1.0,0.5985,1.0,0.0042,18.3846,25,23929,12284,23829,8196,23929,12284,20131,8635,23929,12284,14321,4333,11977,13241,23929,12284,100,100,10
50,1.0,0.9762,1.0,0.8933,0.4023,0.9762,0.4554,1.0,0.002,17.6923,25,21375,15789,20867,9053,21375,15789,19095,12909,20867,9053,9734,5497,8599,19773,21375,15789,42,42,10
51,1.0,0.977,1.0,0.8971,0.3874,0.977,0.4593,1.0,0.0019,17.9231,25,20113,15968,19650,9397,20113,15968,18044,13018,19650,9397,9238,5541,7791,19761,20113,15968,39,39,10
52,1.0,0.9955,1.0,0.9052,0.3009,0.9955,0.238,1.0,0.0045,17.0769,25,14325,16646,14261,10692,14325,16646,12967,13620,14261,10692,3409,8618,4311,25044,14325,16646,64,64,10
53,1.0,0.9751,1.0,0.8877,0.4243,0.9751,0.4494,1.0,0.0019,17.6923,25,23865,15645,23270,8538,23865,15645,21185,12858,23270,8538,10726,5481,10127,20021,23865,15645,46,46,10
54,1.0,0.9752,1.0,0.8881,0.423,0.9752,0.4498,1.0,0.0019,17.6923,25,23684,15649,23097,8568,23684,15649,21033,12857,23097,8568,10654,5480,10019,19996,23684,15649,45,45,10
55,1.0,0.9752,1.0,0.8881,0.423,0.9752,0.4498,1.0,0.0019,17.6923,25,23684,15649,23097,8568,23684,15649,21033,12857,23097,8568,10654,5480,10019,19996,23684,15649,45,45,10
56,1.0,0.996,1.0,0.8095,0.539,1.0,0.5718,1.0,0.004,18.3846,25,34736,11036,34596,5882,34736,11036,28119,8353,34736,11036,19863,2684,18721,13181,34736,11036,140,140,10
57,1.0,0.998,1.0,0.8713,0.4387,0.998,0.621,1.0,0.002,18.6923,25,33063,15637,32998,9879,33063,15637,28808,11435,32998,9879,20532,4396,14504,20561,33063,15637,65,65,10
58,1.0,0.998,1.0,0.8719,0.4383,0.998,0.6217,1.0,0.002,18.6923,25,31385,15041,31323,9551,31385,15041,27366,10994,31323,9551,19513,4247,13756,19672,31385,15041,62,62,10
59,1.0,0.9981,1.0,0.8744,0.4344,0.9981,0.6242,1.0,0.0019,18.6923,25,28833,14414,28777,9298,28833,14414,25211,10509,28777,9298,17997,4121,12526,18617,28833,14414,56,56,10
60,1.0,0.9981,1.0,0.8722,0.4378,0.9981,0.622,1.0,0.0019,18.6923,25,30877,14891,30817,9478,30877,14891,26932,10882,30817,9478,19206,4214,13518,19437,30877,14891,60,60,10
61,1.0,0.998,1.0,0.8796,0.4259,0.998,0.6293,1.0,0.002,18.6923,25,26062,14091,26011,9339,26062,14091,22925,10220,26011,9339,16401,5151,11100,17822,26062,14091,51,51,10
62,1.0,0.998,1.0,0.8836,0.4167,0.998,0.4587,1.0,0.002,18.6923,25,24166,12933,24118,8410,24166,12933,21352,10163,24118,8410,11084,5497,10069,17452,24166,12933,48,48,10
63,1.0,0.9959,1.0,0.8308,0.5134,1.0,0.5897,1.0,0.0041,18.3846,25,26068,11728,25961,7463,26068,11728,21658,8391,26068,11728,15373,3177,13383,12943,26068,11728,107,107,10
64,1.0,0.9762,1.0,0.8933,0.4023,0.9762,0.4554,1.0,0.002,17.6923,25,21375,15789,20867,9053,21375,15789,19095,12909,20867,9053,9734,5497,8599,19773,21375,15789,42,42,10
65,1.0,0.998,1.0,0.8827,0.4197,0.998,0.4579,1.0,0.002,18.6923,25,24677,12927,24628,8344,24677,12927,21783,10165,24628,8344,11299,5511,10357,17535,24677,12927,49,49,10
66,1.0,0.9958,1.0,0.8464,0.4944,1.0,0.6029,1.0,0.0042,18.3077,25,23060,12552,22963,8531,23060,12552,19519,8760,23060,12552,13902,4434,11402,13394,23060,12552,97,97,10
67,1.0,0.9772,1.0,0.8983,0.3825,0.9772,0.4606,1.0,0.002,17.9231,25,19753,16033,19302,9507,19753,16033,17745,13060,19302,9507,9098,5559,7556,19771,19753,16033,39,39,10
68,1.0,0.9959,1.0,0.8266,0.5186,1.0,0.5862,1.0,0.0041,18.3846,25,27123,11509,27012,7151,27123,11509,22420,8305,27123,11509,15899,3073,14065,12847,27123,11509,111,111,10
69,1.0,0.998,1.0,0.881,0.4239,0.998,0.6306,1.0,0.002,18.6923,25,25534,14072,25484,9385,25534,14072,22495,10193,25484,9385,16101,5151,10823,17705,25534,14072,50,50,10
70,1.0,0.9754,1.0,0.8887,0.4202,0.9754,0.4506,1.0,0.0019,17.6923,25,23334,15654,22759,8629,23334,15654,20737,12852,22759,8629,10514,5477,9806,19946,23334,15654,45,45,10
71,1.0,0.9959,1.0,0.8131,0.5351,1.0,0.5748,1.0,0.0041,18.3846,25,32293,10977,32162,6102,32293,10977,26257,8208,32293,10977,18563,2737,17279,12876,32293,10977,131,131,10
72,1.0,0.9959,1.0,0.8093,0.5391,1.0,0.5716,1.0,0.0041,18.3846,25,34940,11049,34798,5871,34940,11049,28276,8370,34940,11049,19973,2682,18837,13215,34940,11049,142,142,10
73,1.0,0.998,1.0,0.8717,0.436,0.998,0.6212,1.0,0.002,18.6923,25,35880,16981,35808,10732,35880,16981,31276,12403,35808,10732,22287,4769,15644,22418,35880,16981,72,72,10
74,1.0,0.9964,1.0,0.8085,0.3969,0.9964,0.5748,1.0,0.0036,18.6154,25,31337,16673,31224,11895,31337,16673,25337,8332,31224,11895,18012,2795,12439,14646,31337,16673,113,113,10
75,1.0,0.9958,1.0,0.8066,0.5372,1.0,0.5692,1.0,0.0042,18.3846,25,45206,13605,45017,6991,45206,13605,36465,10376,45206,13605,25730,3219,24285,16691,45206,13605,189,189,10
76,1.0,0.9959,1.0,0.8058,0.5397,1.0,0.5685,1.0,0.0041,18.3846,25,42607,12601,42431,6391,42607,12601,34333,9653,42607,12601,24224,2966,22997,15473,42607,12601,176,176,10
77,1.0,0.9979,1.0,0.8798,0.4164,0.9979,0.6281,0.9979,0.2539,18.6923,25,43264,22842,43171,15028,43264,22842,38064,14777,43171,15028,27173,6580,18017,29602,43171,15028,10984,10984,13
78,1.0,0.9977,1.0,0.8905,0.3463,0.9977,0.4626,0.8881,0.0257,17.6923,25,49905,26589,49789,19110,49905,25366,44438,17303,49789,19110,23086,11988,17284,36561,44322,12692,1282,1282,7
79,1.0,0.9977,1.0,0.8896,0.3489,0.9977,0.4619,0.8873,0.0259,17.6923,25,49258,25789,49145,18452,49258,24589,43820,16759,49145,18452,22750,11664,17186,35644,43707,12235,1276,1276,7
80,1.0,0.9979,1.0,0.8788,0.4184,0.9979,0.6272,0.9979,0.2537,18.6923,25,42635,22199,42544,14535,42635,22199,37466,14366,42544,14535,26739,6373,17837,28863,42544,14535,10818,10818,13
81,1.0,0.9958,1.0,0.806,0.5389,1.0,0.5687,1.0,0.0042,18.3846,25,43609,12957,43428,6595,43609,12957,35150,9913,43609,12957,24801,3053,23500,15914,43609,12957,181,181,10
82,1.0,0.9964,1.0,0.803,0.396,0.9964,0.569,1.0,0.0036,18.6154,25,37387,17903,37252,12407,37387,17903,30023,8781,37252,12407,21275,2717,14804,16393,37387,17903,135,135,10
83,1.0,0.9964,1.0,0.8029,0.3955,0.9964,0.5688,1.0,0.0036,18.6154,25,38383,18250,38244,12620,38383,18250,30816,8932,38244,12620,21831,2744,15180,16774,38383,18250,139,139,10
84,1.0,0.9958,1.0,0.8063,0.5381,1.0,0.5689,1.0,0.0042,18.3846,25,44408,13269,44223,6782,44408,13269,35804,10139,44408,13269,25262,3134,23897,16291,44408,13269,185,185,10
85,1.0,0.9959,1.0,0.8062,0.5412,1.0,0.569,1.0,0.0041,18.3846,25,39386,11703,39225,5955,39386,11703,31752,8965,39386,11703,22409,2766,21316,14290,39386,11703,161,161,10
86,1.0,0.9959,1.0,0.806,0.5411,1.0,0.5688,1.0,0.0041,18.3846,25,40193,11894,40028,6033,40193,11894,32394,9117,40193,11894,22860,2804,21747,14554,40193,11894,165,165,10
87,1.0,0.9948,1.0,0.829,0.4055,0.9948,0.427,1.0,0.0052,18.1538,25,19926,16768,19822,13044,19926,16768,16519,9541,19822,13044,8509,5135,8079,10416,19926,16768,104,104,10
88,0.9654,0.884,1.0,0.9478,0.2825,1.0,0.55,1.0,0.0464,12.7692,25,28050,22018,25684,11517,29054,22142,27538,19519,29054,22142,15980,13392,8209,15530,29054,22142,1348,1348,10
89,0.9662,0.8875,1.0,0.946,0.3831,1.0,0.6544,1.0,0.0463,11.2308,25,30527,26578,28039,11248,31594,22465,29888,24016,31594,22465,20675,11917,12103,21695,31594,22465,1463,1463,10
90,0.9672,0.8855,1.0,0.9022,0.2108,1.0,0.658,1.0,0.046,12.7692,25,35526,23341,32525,11214,36731,23517,33138,20317,36731,23517,24169,16014,7742,16577,36731,23517,1688,1688,10
91,1.0,0.9958,1.0,0.9053,0.1473,1.0,0.6858,1.0,0.0042,18.3077,25,34502,10190,34356,5071,34502,10190,31236,8617,34502,10190,23662,9313,5081,8628,34502,10190,146,146,10
92,0.967,0.8853,1.0,0.9027,0.2105,1.0,0.5955,1.0,0.046,12.7692,25,33400,22766,30580,11152,34541,22876,31179,19829,34541,22876,20568,11510,7271,15935,34541,22876,1590,1590,10
93,0.9671,0.8854,1.0,0.9025,0.2106,1.0,0.6004,1.0,0.046,12.7692,25,34038,22922,31165,11158,35197,23031,31766,19961,35197,23031,21132,15605,7412,16121,35197,23031,1619,1619,10
94,0.9662,0.8847,1.0,0.9465,0.21,1.0,0.5934,1.0,0.0462,12.7692,25,30196,22196,27648,11280,31252,22314,29579,19645,31252,22314,18546,11419,6563,15094,31252,22314,1445,1445,10
95,0.9668,0.8852,1.0,0.903,0.2104,1.0,0.595,1.0,0.0461,12.7692,25,32546,22579,29799,11160,33665,22691,30398,19672,33665,22691,20030,11464,7082,15697,33665,22691,1551,1551,10
96,0.9672,0.8854,1.0,0.902,0.2109,1.0,0.6586,1.0,0.0459,12.7692,25,36375,23614,33301,11271,37610,23787,33923,20549,37610,23787,24770,16177,7931,16851,37610,23787,1727,1727,10
97,0.9666,0.8851,1.0,0.9455,0.2103,1.0,0.5946,1.0,0.0461,12.7692,25,31907,22456,29214,11178,33008,22570,31210,19854,33008,22570,19626,11441,6940,15526,33008,22570,1522,1522,10
98,1.0,0.9957,1.0,0.9073,0.1455,1.0,0.6137,1.0,0.0043,18.3077,25,28664,10622,28542,6118,28664,10622,26007,9041,28664,10622,17592,8443,4170,7885,28664,10622,122,122,10
99,1.0,0.9881,1.0,0.9113,0.2941,1.0,0.5281,1.0,0.0119,18.3846,25,22355,18869,22090,15024,22355,18869,20371,10817,22355,18869,11806,8592,6575,9731,22355,18869,265,265,10
100,1.0,0.9956,1.0,0.912,0.2651,1.0,0.4297,1.0,0.0044,18.3077,25,21330,12607,21237,8707,21330,12607,19453,10854,21330,12607,9166,8554,5655,8616,21330,12607,93,93,10
101,1.0,0.9881,1.0,0.9089,0.2908,1.0,0.7261,1.0,0.0119,18.3846,25,21034,19175,20783,15417,21034,19175,19118,11313,21034,19175,15272,10395,6117,9792,21034,19175,251,251,10
102,1.0,0.9908,1.0,0.855,0.3022,1.0,0.3298,1.0,0.0092,18.3077,25,21766,17974,21566,14212,21766,17974,18609,10828,21766,17974,7178,5359,6578,7637,21766,17974,200,200,10
103,1.0,0.9911,1.0,0.8832,0.181,1.0,0.5562,1.0,0.0089,17.4615,25,24862,11598,24640,7603,24862,11598,21958,9758,24862,11598,13828,9118,4501,6520,24862,11598,222,222,10
104,1.0,0.9881,1.0,0.9098,0.292,1.0,0.7273,1.0,0.0119,18.3846,25,21477,19066,21221,15279,21477,19066,19539,11142,21477,19066,15621,10256,6272,9769,21477,19066,256,256,10
105,1.0,0.9885,1.0,0.918,0.2396,1.0,0.6227,1.0,0.0115,18.3846,25,29991,18346,29646,13871,29991,18346,27531,8972,29991,18346,18676,8433,7186,7625,29991,18346,345,345,10
106,0.9667,0.8878,1.0,0.9451,0.3843,1.0,0.6556,1.0,0.0462,11.2308,25,32445,27091,29799,11160,33564,22792,31723,24465,33564,22792,22005,11954,12899,22327,33564,22792,1551,1551,10
107,0.9672,0.8855,1.0,0.9024,0.2107,1.0,0.6576,1.0,0.046,12.7692,25,34888,23152,31942,11183,36071,23329,32549,20157,36071,23329,23719,15904,7600,16378,36071,23329,1659,1659,10
108,0.967,0.888,1.0,0.9435,0.3864,1.0,0.7082,0.8796,0.2571,11.2308,25,38173,29444,35052,11465,39474,24604,37242,26550,39474,24604,27956,26954,15254,24735,34720,7491,10150,10150,15
109,0.9671,0.8881,1.0,0.9438,0.386,1.0,0.6572,1.0,0.0461,11.2308,25,36264,28526,33301,11271,37499,23898,35392,25736,37499,23898,24646,12281,14473,23847,37499,23898,1727,1727,10
110,0.9663,0.8875,1.0,0.9458,0.3834,1.0,0.6546,1.0,0.0463,11.2308,25,30957,26678,28433,11219,32036,22524,30300,24102,32036,22524,20972,11918,12282,21827,32036,22524,1483,1483,10
111,1.0,0.9213,1.0,0.9808,0.3513,1.0,0.3928,1.0,0.0333,11.2308,25,21381,22946,19698,8728,21381,22946,20971,25705,21381,22946,8398,17828,7512,21720,21381,22946,712,712,10
112,0.9614,0.8832,1.0,0.9555,0.6705,1.0,0.4523,1.0,0.0477,11.2308,25,20972,26161,19268,13159,21815,22829,20845,23723,21815,22829,9867,18032,14628,22840,21815,22829,1041,1041,10
113,1.0,0.9234,1.0,0.9908,0.6585,1.0,0.6461,1.0,0.035,11.2308,25,16194,23874,14953,10715,16194,23874,16045,26159,16194,23874,10463,24608,10664,24810,16194,23874,566,566,14
114,1.0,0.9186,1.0,0.9016,0.4231,1.0,0.552,1.0,0.0329,11.2308,25,22661,22830,20816,8363,22661,22830,20431,24806,22661,22830,12508,22494,9587,21442,22661,22830,746,746,10
115,1.0,0.9183,1.0,0.9006,0.427,1.0,0.5382,1.0,0.0325,11.2308,25,24885,22886,22852,7800,24885,22886,22411,25068,24885,22886,13393,22710,10627,21932,24885,22886,808,808,10
116,1.0,1.0,1.0,0.9788,0.1939,1.0,0.7178,1.0,0.0,6.7692,25,15779,42430,15779,11548,15779,45158,15444,40519,15779,38616,11326,34964,3060,38144,15779,27679,0,22958,21
117,1.0,0.9606,1.0,0.9376,0.3653,1.0,0.8463,0.9515,0.0167,6.1538,25,16391,40646,15745,19034,16391,40389,15369,41085,16391,40646,13872,39775,5988,41613,15596,30712,273,273,21
118,0.9603,0.9603,1.0,1.0,0.5629,0.9534,0.8779,0.9603,0.0,2.6923,25,5253,40377,5253,33472,5470,45588,5470,45347,5215,38741,4802,39361,3079,42810,5253,44731,0,16354,31
119,0.9626,0.9626,1.0,1.0,0.5849,0.9199,0.4957,0.9626,0.0,2.5385,25,4348,42629,4348,28929,4517,45478,4517,42525,4155,38807,2239,39558,2642,42758,4348,46276,0,16004,34
120,1.0,1.0,1.0,1.0,0.6657,0.9972,0.5345,0.9972,0.1243,2.4615,25,5674,44153,5674,24276,5674,44974,5674,44153,5658,43554,3033,37568,3777,41465,5658,43166,705,13716,37
121,0.9674,0.9674,1.0,1.0,0.5303,1.0,0.9497,0.8644,0.2604,2.6154,25,5524,45428,5524,24555,5710,44464,5710,45867,5710,40691,5423,38412,3028,44737,4936,42614,1487,15483,37
122,0.9674,0.9674,1.0,1.0,0.534,1.0,0.9504,0.8697,0.2547,2.6154,25,4899,45477,4899,24842,5064,44559,5064,45935,5064,45133,4813,38530,2704,44524,4404,42950,1290,15491,37
123,0.9675,0.9675,1.0,1.0,0.5274,1.0,0.6844,0.8631,0.2649,2.6154,25,6140,45419,6140,24294,6346,47009,6346,45468,6346,45008,4343,35415,3347,44985,5477,42626,1681,15487,37
124,0.9674,0.9674,1.0,1.0,0.534,1.0,0.9504,0.8697,0.2547,2.6154,25,4899,45477,4899,24842,5064,44559,5064,45935,5064,45133,4813,38530,2704,44524,4404,42950,1290,15491,37
125,1.0,1.0,1.0,1.0,1.0,1.0,0.5694,1.0,0.4306,1.7692,25,3344,48228,3344,34501,3344,47199,3344,44882,3344,41485,1904,37198,3344,44882,3344,44217,1440,15119,39
126,0.9675,0.9675,1.0,1.0,0.5328,1.0,0.9502,0.8683,0.2564,2.6154,25,5053,45462,5053,24769,5223,44534,5223,45916,5223,45110,4963,38498,2783,44574,4535,42949,1339,15488,37
127,1.0,1.0,1.0,1.0,0.6824,1.0,0.6984,1.0,0.1281,1.8462,25,5013,44172,5013,24462,5013,47008,5013,44931,5013,40754,3501,37093,3421,41086,5013,44931,642,15076,41
128,1.0,1.0,1.0,1.0,0.9777,0.9654,0.533,1.0,0.3724,2.8462,25,6321,45576,6321,31598,6321,48405,6321,45706,6102,37238,3369,35540,6180,43683,6321,45279,2354,13844,40
129,0.9675,0.9675,1.0,1.0,0.5274,1.0,0.6844,0.8631,0.2649,2.6154,25,6140,45419,6140,24294,6346,47009,6346,45468,6346,45008,4343,35415,3347,44985,5477,42626,1681,15487,37
