seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
8,50,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,589.091,92.6578,0.0,0.0,0.0,0.0,0.0,0.0,10.9688,1.15215
24,100,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1943.64,262.695,0.0,0.0,0.0,0.0,0.0,0.0,17.4216,1.20317
40,150,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3250.18,333.131,0.0,0.0,0.0,0.0,0.0,0.0,19.2936,0.962683
56,200,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4676.45,418.087,0.0,0.0,0.0,0.0,0.0,0.0,19.8271,0.687701
72,250,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5776.24,594.555,0.0,0.0,0.0,0.0,0.0,0.0,20.4484,0.536371
88,300,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7277.79,543.893,0.0,0.0,0.0,0.0,0.0,0.0,20.3156,0.443124
104,350,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8514.12,477.025,0.0,0.0,0.0,0.0,0.0,0.0,20.5119,0.503174
120,400,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9769.61,797.952,0.0,0.0,0.0,0.0,0.0,0.0,20.7783,0.556677
136,450,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11362.3,723.725,0.0,0.0,0.0,0.0,0.0,0.0,20.7551,0.458964
152,500,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12890.8,761.864,0.0,0.0,0.0,0.0,0.0,0.0,20.7562,0.395169
