seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
101,50,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,704.818,5.1387,0.0,0.0,0.0,0.0,0.0,0.0,7.30961,0.0589038
117,100,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1517.39,5.39965,0.0,0.0,0.0,0.0,0.0,0.0,7.57294,0.0425
133,150,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2329.0,6.95971,0.0,0.0,0.0,0.0,0.0,0.0,7.64729,0.0309882
149,200,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3141.94,8.16815,0.0,0.0,0.0,0.0,0.0,0.0,7.6798,0.0216222
165,250,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3957.33,9.26182,0.0,0.0,0.0,0.0,0.0,0.0,7.70042,0.0243909
181,300,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4769.18,10.2804,0.0,0.0,0.0,0.0,0.0,0.0,7.71663,0.0213035
261,350,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5582.36,11.4619,0.0,0.0,0.0,0.0,0.0,0.0,7.58306,0.0258459
277,400,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6394.06,9.16856,0.0,0.0,0.0,0.0,0.0,0.0,7.59432,0.0220884
293,450,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7210.55,11.9739,0.0,0.0,0.0,0.0,0.0,0.0,7.59026,0.0212268
309,500,100,2,10,5,2500,10,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8021.55,11.5515,0.0,0.0,0.0,0.0,0.0,0.0,7.60316,0.0207332
