seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
1,10,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,63.8788,10.9223,2291.62,219.807,4.78788,1.34629,0.0575152,0.0284013,63.4848,2.01556,2.49293,0.819701,505.46,130.25,2.49293,0.819701
5,20,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,97.1212,8.65577,2458.62,32.5372,3.21212,0.883883,0.173697,0.054866,214.97,3.22102,5.04646,1.57237,821.313,228.295,5.04646,1.57237
9,30,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,109.364,9.06166,2473.73,17.8068,4.09091,0.728869,0.308273,0.051863,376.212,4.17956,3.83434,0.795604,624.413,116.816,3.83434,0.795604
13,40,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,114.485,8.17435,2480.41,18.5553,4.24242,0.968246,0.489879,0.0957421,541.242,4.15331,3.77807,0.850637,610.653,126.799,3.77807,0.850637
17,50,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,117.152,7.62037,2485.61,10.4966,4.81818,1.1592,0.622636,0.0624344,702.515,4.31929,3.25101,0.645483,531.053,95.4478,3.25101,0.645483
21,60,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,121.788,8.5869,2481.4,19.5468,5.18182,1.08972,0.801909,0.109467,865.121,4.56892,3.09408,0.892226,503.517,127.715,3.09408,0.892226
25,70,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,123.212,6.38239,2482.96,11.2661,5.18182,1.32288,0.938333,0.0844647,1029.15,4.64691,3.15188,0.94162,511.857,139.736,3.15188,0.94162
29,80,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,125.485,5.85833,2484.03,12.5919,5.36364,1.14564,1.02945,0.0782812,1190.97,3.91312,3.00332,0.802663,485.458,118.793,3.00332,0.802663
33,90,100,2,10,1,2500,10,0.05,0.5,0,1,33,150,0,1,1.0,0,0,126.364,6.52312,2486.68,11.9116,5.93939,1.68634,1.20821,0.109981,1353.58,5.76899,2.74444,0.928968,449.069,141.262,2.74444,0.928968
