num_deliveries,opt_opts_ratio_avg
10,1.8999974857157222
20,1.7219331919049061
30,1.660744639696142
40,1.5318465815042326
50,1.5975796668047908
60,1.5287810782633282
70,1.5854589689194194
80,1.5224211348005756
