seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,21.8485,6.51499,2146.57,345.348,2.78788,1.14564,0.0,0.0,15.1212,3.50892
4,20,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,29.697,6.56451,2178.84,224.277,2.84848,1.11803,0.0,0.0,46.0,15.7778
8,30,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,32.8788,5.67207,2201.58,232.126,2.9697,1.29904,0.0,0.0,82.2424,17.4803
12,40,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,39.6061,5.35572,2300.26,190.817,3.27273,0.918559,3.0303e-05,0.000174078,143.061,20.4817
16,50,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,42.9697,7.43507,2291.63,166.982,3.75758,1.18585,0.000121212,0.000331434,220.576,48.7484
20,60,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,46.4848,7.79471,2321.7,153.334,3.84848,1.11803,0.000363636,0.000603023,307.909,61.8451
24,70,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,51.3636,5.8085,2349.48,147.24,4.12121,1.03078,0.00109091,0.000913908,402.091,82.2783
28,80,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,49.9697,8.09508,2303.52,141.233,3.93939,1.38067,0.00142424,0.000708445,543.242,94.4649
32,90,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,55.4848,7.71817,2289.0,144.256,4.09091,0.810093,0.0020303,0.00126206,645.788,121.545
36,100,100,8,10,5,2500,5,0.05,0.5,3,4,33,150,30,0,1,0,0,55.4545,7.6693,2349.41,118.357,4.30303,0.935414,0.00330303,0.00189547,816.273,164.124
