seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
146,10,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,38.8485,7.14196,4749.56,199.046,5.0,0.612372,0.0258788,0.0202326,22.6364,7.22193
150,20,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,59.4242,7.35285,4856.95,157.672,5.75758,1.13192,0.0570909,0.0335395,85.4242,31.75
154,30,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,68.3939,9.10336,4920.42,61.6773,6.12121,0.935414,0.098,0.0484768,150.667,32.8567
158,40,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,82.4545,13.0026,4920.65,90.249,6.81818,1.33463,0.188242,0.109074,282.939,86.5645
18,50,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,93.8788,11.8816,4923.76,57.7687,7.0303,0.883883,0.392061,0.171637,473.909,102.591
22,60,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,102.091,11.323,4929.48,55.2268,7.48485,1.14564,0.710333,0.269198,678.0,129.125
26,70,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,107.394,12.6044,4943.39,55.7359,7.51515,1.13192,1.29839,0.54141,937.727,141.711
30,80,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,118.0,10.5682,4945.17,42.9522,7.93939,1.35785,2.33136,1.10051,1182.82,223.977
34,90,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,121.97,9.59324,4959.47,33.6941,8.30303,0.901388,4.20109,2.28017,1547.52,296.73
38,100,100,8,10,5,5000,5,0.05,0.5,0,4,33,150,30,0,1,0,0,128.455,11.5599,4964.71,36.0546,8.60606,1.22474,6.83639,3.18504,1935.18,349.592
