seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
0,10,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,24.2727,6.31601,2204.36,240.901,3.06061,0.707107,0.0,0.0,15.1212,3.50892
4,20,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,34.697,8.20246,2180.54,231.453,3.39394,0.770552,0.0,0.0,46.0,15.7778
8,30,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,41.4242,6.49052,2289.08,169.453,3.81818,1.07529,0.0,0.0,82.2424,17.4803
12,40,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,49.1515,7.66535,2344.5,135.461,4.0303,0.847791,9.09091e-05,0.000291937,143.061,20.4817
16,50,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,53.7879,8.93993,2319.38,124.835,4.21212,0.951972,0.000181818,0.000391675,220.576,48.7484
20,60,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,58.0606,9.22612,2344.46,102.109,4.30303,0.75,0.000393939,0.000704423,307.909,61.8451
24,70,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,61.9394,9.05172,2371.82,107.001,4.69697,1.04583,0.000727273,0.000452267,402.091,82.2783
28,80,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,64.3939,9.76262,2396.76,110.416,4.54545,0.901388,0.00151515,0.000833712,543.242,94.4649
32,90,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,70.6061,8.36264,2387.63,96.2715,5.0,0.707107,0.00212121,0.00124392,645.788,121.545
36,100,100,8,10,5,2500,5,0.05,0.5,6,4,33,150,30,0,1,0,0,71.8485,7.87052,2366.94,98.701,5.06061,0.75,0.00351515,0.00206339,816.273,164.124
