seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std
259,10,100,4,10,5,2500,5,0.05,0.5,0,4,33,150,30,1,1.0,0,0,37.4545,7.52118,2152.61,260.006,3.27273,0.684653,39.8788,15.3674,1.74646,0.325501,675.289,129.276,4.13788,0.573175
275,20,100,4,10,5,2500,5,0.05,0.5,0,4,33,150,30,1,1.0,0,0,55.0909,7.94655,2428.82,58.2264,4.48485,0.829156,128.788,52.0445,1.73636,0.343705,552.892,81.2794,4.08283,0.41396
291,30,100,4,10,5,2500,5,0.05,0.5,0,4,33,150,30,1,1.0,0,0,59.8788,6.4263,2449.16,52.5589,4.66667,1.06066,232.152,77.3347,1.71212,0.259415,539.03,85.3451,3.99892,0.365561
307,40,100,4,10,5,2500,5,0.05,0.5,0,4,33,150,30,1,1.0,0,0,64.1212,6.99892,2455.42,38.369,4.75758,1.04583,299.364,73.3787,1.79848,0.272188,527.0,76.555,3.92626,0.482417
323,50,100,4,10,5,2500,5,0.05,0.5,0,4,33,150,30,1,1.0,0,0,67.0606,5.48828,2461.08,37.0468,5.0,0.75,414.818,93.0207,1.76717,0.269242,503.359,77.9557,3.97121,0.560897
