seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
98,50,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,527.091,82.4687,0.0,0.0,0.0,0.0,0.0,0.0,10.3951,0.364495
114,100,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1222.52,156.949,0.0,0.0,0.0,0.0,0.0,0.0,11.3984,0.279307
130,150,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1972.82,230.485,0.0,0.0,0.0,0.0,0.0,0.0,11.7395,0.177495
146,200,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2535.67,284.042,0.0,0.0,0.0,0.0,0.0,0.0,11.8058,0.165118
162,250,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3245.91,330.718,0.0,0.0,0.0,0.0,0.0,0.0,11.849,0.163197
178,300,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3970.39,319.248,0.0,0.0,0.0,0.0,0.0,0.0,11.9517,0.14579
258,350,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4660.45,251.749,0.0,0.0,0.0,0.0,0.0,0.0,11.1842,0.127417
274,400,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5502.94,195.607,0.0,0.0,0.0,0.0,0.0,0.0,11.2095,0.107001
290,450,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5976.82,417.183,0.0,0.0,0.0,0.0,0.0,0.0,11.2278,0.133202
306,500,100,4,10,5,2500,5,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6760.15,461.262,0.0,0.0,0.0,0.0,0.0,0.0,11.244,0.126863
