seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
6,50,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1268.52,16.6836,0.0,0.0,0.0,0.0,0.0,0.0,9.99505,0.249659
22,100,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2905.85,19.4084,0.0,0.0,0.0,0.0,0.0,0.0,11.0683,0.143398
38,150,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4541.18,20.7018,0.0,0.0,0.0,0.0,0.0,0.0,11.3074,0.13664
54,200,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6177.82,21.0765,0.0,0.0,0.0,0.0,0.0,0.0,11.4832,0.115285
70,250,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7813.67,24.5624,0.0,0.0,0.0,0.0,0.0,0.0,11.5642,0.0980112
86,300,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9451.79,22.5638,0.0,0.0,0.0,0.0,0.0,0.0,11.662,0.0623085
102,350,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,11086.9,28.9801,0.0,0.0,0.0,0.0,0.0,0.0,11.6506,0.0838479
118,400,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12718.8,28.6874,0.0,0.0,0.0,0.0,0.0,0.0,11.6836,0.0665384
134,450,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14362.3,30.9571,0.0,0.0,0.0,0.0,0.0,0.0,11.7157,0.0769324
150,500,100,4,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15996.8,23.0861,0.0,0.0,0.0,0.0,0.0,0.0,11.6979,0.067288
