seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
303,50,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3339.76,342.757,0.0,0.0,0.0,0.0,0.0,0.0,14.9012,0.243893
319,100,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8378.58,778.4,0.0,0.0,0.0,0.0,0.0,0.0,16.0228,0.165261
335,150,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,13232.4,937.719,0.0,0.0,0.0,0.0,0.0,0.0,16.2895,0.117433
351,200,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,18331.2,950.671,0.0,0.0,0.0,0.0,0.0,0.0,16.4527,0.0908997
367,250,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,23229.5,951.433,0.0,0.0,0.0,0.0,0.0,0.0,16.5233,0.0596464
383,300,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,27960.1,1098.15,0.0,0.0,0.0,0.0,0.0,0.0,16.566,0.0768478
591,350,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,33172.2,1526.51,0.0,0.0,0.0,0.0,0.0,0.0,16.5321,0.0616032
607,400,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,37870.7,1440.87,0.0,0.0,0.0,0.0,0.0,0.0,16.5204,0.0613868
623,450,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,43036.6,1437.02,0.0,0.0,0.0,0.0,0.0,0.0,16.5737,0.0478954
639,500,100,4,10,5,5000,10,0.05,0.5,9,4,33,150,30,1,1.0,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,47642.5,1559.54,0.0,0.0,0.0,0.0,0.0,0.0,16.5708,0.0557035
