seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
9,50,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,487.212,78.1987,0.0,0.0,0.0,0.0,0.0,0.0,9.50557,0.70759
25,100,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1126.3,183.31,0.0,0.0,0.0,0.0,0.0,0.0,10.2748,0.36893
41,150,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1899.48,160.787,0.0,0.0,0.0,0.0,0.0,0.0,10.5725,0.39818
57,200,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2521.55,268.579,0.0,0.0,0.0,0.0,0.0,0.0,10.8076,0.287538
73,250,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3187.3,319.376,0.0,0.0,0.0,0.0,0.0,0.0,10.8302,0.25199
89,300,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3899.24,283.999,0.0,0.0,0.0,0.0,0.0,0.0,10.8837,0.26547
105,350,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4705.03,261.197,0.0,0.0,0.0,0.0,0.0,0.0,10.8684,0.208332
121,400,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5388.73,341.599,0.0,0.0,0.0,0.0,0.0,0.0,10.8564,0.174018
137,450,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5994.06,335.722,0.0,0.0,0.0,0.0,0.0,0.0,10.9323,0.1719
153,500,100,2,10,5,5000,5,0.05,0.5,9,1,33,150,0,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6708.36,366.797,0.0,0.0,0.0,0.0,0.0,0.0,10.9567,0.197271
