seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,41.2121,9.24918,4478.75,374.48,5.0303,0.810093,0.0,0.0,23.7576,11.1817
6,20,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,57.1212,10.2584,4689.63,163.849,5.81818,1.10397,0.0,0.0,68.697,27.9994
10,30,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,73.0909,9.22755,4717.73,228.201,6.63636,1.0155,0.000212121,0.000415149,167.091,29.964
14,40,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,82.7879,10.2126,4787.07,179.406,7.06061,0.661438,0.000515152,0.000833712,292.939,76.2055
18,50,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,90.4242,11.2501,4808.17,149.283,7.51515,1.04583,0.00127273,0.00057406,473.909,102.591
22,60,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,100.152,11.0117,4865.76,110.768,7.84848,1.34629,0.00336364,0.00143218,678.0,129.125
26,70,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,104.182,12.6354,4802.93,127.52,7.93939,1.38067,0.00609091,0.00206706,937.727,141.711
30,80,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,115.364,10.9596,4876.22,99.1611,8.54545,1.03078,0.0103636,0.003371,1182.82,223.977
34,90,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,118.576,9.71799,4825.74,136.226,8.66667,1.11803,0.018303,0.00560962,1547.52,296.73
38,100,100,8,10,5,5000,5,0.05,0.5,6,4,33,150,30,0,1,0,0,125.758,11.3083,4850.35,111.408,8.87879,1.38067,0.0306364,0.00994302,1935.18,349.592
