seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
81,10,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,11.4545,4.41652,2369.55,116.06,2.90909,1.1726,0.00381818,0.00184483,22.7879,4.3946
85,20,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,20.1212,5.44723,2388.06,79.0743,3.09091,0.637377,0.0125152,0.002551,75.7576,8.38339
89,30,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,26.5758,5.96359,2430.21,64.6373,3.60606,1.11803,0.0272727,0.00413274,163.03,14.2664
93,40,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,32.4848,6.22556,2429.61,65.9654,3.90909,1.25,0.0453939,0.00501834,269.485,13.9329
97,50,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,41.1515,7.62037,2448.21,48.3947,4.06061,1.03078,0.0714545,0.00805485,418.212,21.1372
101,60,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,44.0303,8.84055,2456.36,35.3534,3.93939,1.33463,0.104545,0.00974067,606.576,30.2174
105,70,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,46.5758,7.23719,2459.85,38.1806,4.36364,1.06066,0.138515,0.0134493,806.97,37.3731
109,80,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,51.0606,9.20577,2462.21,37.4364,4.09091,0.984251,0.186636,0.0248569,1041.88,55.8561
113,90,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,56.4242,9.25686,2462.48,42.1961,4.24242,0.968246,0.220576,0.0170807,1295.12,47.7088
117,100,100,8,10,1,2500,10,0.05,0.5,2,1,33,150,0,0,1,0,2,62.1515,9.55942,2465.27,34.0526,4.12121,0.968246,0.282394,0.0253882,1608.91,61.1734
