seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
4,50,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1184.09,6.9124,0.0,0.0,0.0,0.0,0.0,0.0,12.3776,0.118008
20,100,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2811.36,10.0343,0.0,0.0,0.0,0.0,0.0,0.0,13.6377,0.0847
36,150,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4433.73,12.8452,0.0,0.0,0.0,0.0,0.0,0.0,13.9763,0.0698538
52,200,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6055.36,13.8158,0.0,0.0,0.0,0.0,0.0,0.0,14.135,0.0661777
68,250,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,7683.52,15.7867,0.0,0.0,0.0,0.0,0.0,0.0,14.2316,0.0410659
84,300,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,9306.67,16.3095,0.0,0.0,0.0,0.0,0.0,0.0,14.2958,0.0317682
100,350,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10933.5,14.2434,0.0,0.0,0.0,0.0,0.0,0.0,14.0854,0.0499515
116,400,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,12554.5,16.0711,0.0,0.0,0.0,0.0,0.0,0.0,14.1052,0.0411153
132,450,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,14177.5,13.2429,0.0,0.0,0.0,0.0,0.0,0.0,14.1257,0.0448867
148,500,100,2,10,1,2500,10,0.05,0.5,9,1,33,150,0,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,15800.2,21.7256,0.0,0.0,0.0,0.0,0.0,0.0,14.1521,0.0353956
