seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
288,50,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,753.0,224.652,0.0,0.0,0.0,0.0,0.0,0.0,12.674,0.452186
304,100,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1732.12,262.46,0.0,0.0,0.0,0.0,0.0,0.0,13.7728,0.298191
320,150,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2773.36,343.395,0.0,0.0,0.0,0.0,0.0,0.0,14.0898,0.181121
336,200,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3905.58,461.194,0.0,0.0,0.0,0.0,0.0,0.0,14.115,0.19098
352,250,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4906.82,451.8,0.0,0.0,0.0,0.0,0.0,0.0,14.2543,0.133522
368,300,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,5963.64,640.352,0.0,0.0,0.0,0.0,0.0,0.0,14.3101,0.158485
576,350,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,6993.67,651.893,0.0,0.0,0.0,0.0,0.0,0.0,14.1737,0.133931
592,400,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8245.55,761.301,0.0,0.0,0.0,0.0,0.0,0.0,14.2344,0.0933821
608,450,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,8897.21,676.799,0.0,0.0,0.0,0.0,0.0,0.0,14.2148,0.116207
624,500,100,2,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,0.5,0.0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,10009.7,719.101,0.0,0.0,0.0,0.0,0.0,0.0,14.2309,0.106874
