seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,all_flights_size_avg,all_flights_size_std,deliveries_per_flight_avg,deliveries_per_flight_std,avg_energy_per_flight_avg,avg_energy_per_flight_std,avg_weight_per_flight_avg,avg_weight_per_flight_std,n_prime_avg,n_prime_std
323,50,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,414.818,93.0207,0.0,0.0,0.0,0.0,0.0,0.0,4.98318,0.189092
339,100,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,884.091,154.104,0.0,0.0,0.0,0.0,0.0,0.0,5.10782,0.133286
355,150,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1298.21,182.014,0.0,0.0,0.0,0.0,0.0,0.0,5.1573,0.100018
371,200,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,1819.67,185.803,0.0,0.0,0.0,0.0,0.0,0.0,5.16295,0.0807735
387,250,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2257.82,242.921,0.0,0.0,0.0,0.0,0.0,0.0,5.20764,0.0889908
403,300,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,2754.0,310.35,0.0,0.0,0.0,0.0,0.0,0.0,5.19398,0.0667413
419,350,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3087.18,276.832,0.0,0.0,0.0,0.0,0.0,0.0,5.22008,0.0750938
435,400,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,3616.7,269.688,0.0,0.0,0.0,0.0,0.0,0.0,5.22795,0.0603856
451,450,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4182.79,275.766,0.0,0.0,0.0,0.0,0.0,0.0,5.21961,0.0634351
467,500,100,4,10,5,2500,5,0.05,0.5,9,4,33,150,30,1,1.0,0,0,-1.0,0.0,-1.0,0.0,0.0,0.0,4505.97,410.242,0.0,0.0,0.0,0.0,0.0,0.0,5.22425,0.0555917
