num_deliveries,opt_opts_ratio_avg
10,2.990048349997653
20,3.1740862962826784
30,2.9553922173790554
40,2.5801596388651653
50,2.403388622396887
60,2.085367953172442
70,1.9627999999999999
80,1.8673723736231342
