seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
2,10,100,8,10,1,5000,5,0.05,0.5,0,0,33,150,0,0,1,0,0,51.9091,10.3693,4772.59,205.6,5.0303,0.984251,0.0444848,0.0289926,75.2424,35.9679
6,20,100,8,10,1,5000,5,0.05,0.5,0,0,33,150,0,0,1,0,0,81.2121,11.8209,4894.83,130.228,5.66667,1.11803,2.73848,4.56979,888.273,412.933
10,30,100,8,10,1,5000,5,0.05,0.5,0,0,33,150,0,0,1,0,0,111.848,11.5437,4924.62,75.8166,6.66667,1.29904,141.068,135.132,5959.09,1952.78
