seed,num_deliveries,max_len_road,max_interval_len,max_profit,max_weight,drone_battery,drone_load,height,distance,algorithm,solution_space,iterations,energy_unit_cost,energy_per_delivery,regularly_spaced,deliveries_starting_point,error,exponent,total_profit_avg,total_profit_std,total_energy_avg,total_energy_std,total_flights_avg,total_flights_std,running_time_avg,running_time_std,all_flights_size_avg,all_flights_size_std
240,10,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,29.5152,6.71343,2367.42,94.7734,2.54545,0.829156,0.00427273,0.002169,25.9697,7.64853
244,20,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,45.0303,8.66561,2381.61,126.14,3.09091,0.810093,0.016,0.00371652,95.6364,14.3364
248,30,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,56.303,8.65117,2418.12,71.8739,3.24242,0.790569,0.0410303,0.00699323,242.303,34.881
252,40,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,66.5152,9.17579,2454.24,34.4302,3.45455,0.847791,0.0817576,0.0144936,471.364,62.4955
256,50,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,73.2727,8.57785,2440.15,64.9861,3.54545,0.901388,0.126606,0.0149728,740.818,66.8059
260,60,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,78.1818,8.80502,2467.52,28.4288,3.72727,1.06066,0.203061,0.0324441,1151.52,88.509
264,70,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,86.1212,7.82128,2459.55,33.155,3.63636,0.951972,0.287515,0.043897,1614.42,94.9556
268,80,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,89.7879,10.6734,2465.76,39.8819,3.93939,1.26244,0.387212,0.0599306,2155.52,127.375
272,90,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,94.6364,9.99943,2469.27,21.4829,4.0,0.707107,0.495758,0.0674393,2783.21,129.613
276,100,100,8,10,1,2500,5,0.05,0.5,2,4,33,150,30,0,1,0,0,99.7273,10.0009,2468.39,27.6642,3.69697,1.07529,0.632788,0.0780552,3514.24,174.216
